,SPI Index,SMIMC Index,SMCI Index,SPIEX Index,SPI20 Index
2015-05-05,9175.69,2360.39,11104.01,2911.9,9024.38
2015-05-06,9046.05,2333.38,10992.86,2884.42,8888.92
2015-05-07,9031.03,2330.57,10974.09,2880.68,8873.55
2015-05-08,9234.4,2357.59,11094.78,2911.2,9093.33
2015-05-11,9275.59,2371.46,11160.33,2927.65,9117.33
2015-05-12,9201.15,2345.66,11049.39,2900.65,9044.98
2015-05-13,9208.02,2348.05,11068.45,2904.68,9050.66
2015-05-14,9208.02,2348.05,11068.45,2904.68,9050.66
2015-05-15,9270.81,2367.7,11162.72,2928.69,9109.92
2015-05-18,9350.06,2379.32,11203.72,2938.65,9196.55
2015-05-19,9444.96,2402.54,11289.69,2958.63,9295.62
2015-05-20,9463.17,2394.8,11265.91,2953.38,9319.9
2015-05-21,9503.14,2396.53,11267.75,2955.41,9365.35
2015-05-22,9491.66,2393.05,11257.45,2953.11,9353.3
2015-05-25,9491.66,2393.05,11257.45,2953.11,9353.3
2015-05-26,9410.3,2370.69,11157.97,2928.57,9272.68
2015-05-27,9524.33,2386.26,11219.23,2944.08,9396.24
2015-05-28,9523.78,2387.13,11225.68,2946.4,9394.25
2015-05-29,9377.54,2363.18,11127.63,2922.15,9237.79
2015-06-01,9409.17,2373.75,11165.96,2931.28,9267.44
2015-06-02,9345.84,2352.93,11090.1,2913.23,9204.09
2015-06-03,9398.95,2370.56,11177.84,2935.12,9253.3
2015-06-04,9379.78,2366.98,11159.15,2930.47,9233.65
2015-06-05,9253.39,2337.71,11031.27,2898.22,9105.02
2015-06-08,9211.23,2330.45,11004.31,2890.25,9060.49
2015-06-09,9138.06,2327.8,10971.73,2881.59,8980.22
2015-06-10,9249.42,2331.34,11021.48,2894.25,9102.7
2015-06-11,9286.93,2334.0,11022.23,2894.49,9146.3
2015-06-12,9173.94,2315.59,10940.19,2874.04,9026.43
2015-06-15,9066.71,2280.72,10782.91,2834.01,8924.67
2015-06-16,9107.6,2293.73,10835.32,2845.97,8965.4
2015-06-17,9048.2,2276.12,10759.14,2827.82,8906.69
2015-06-18,9020.48,2268.66,10720.72,2817.63,8880.29
2015-06-19,9012.87,2270.36,10741.06,2824.67,8867.32
2015-06-22,9156.52,2295.29,10837.49,2847.73,9021.37
2015-06-23,9264.22,2309.87,10903.87,2864.22,9137.33
2015-06-24,9211.69,2300.82,10862.18,2854.39,9081.81
2015-06-25,9173.57,2292.33,10806.04,2840.7,9045.32
2015-06-26,9137.05,2285.45,10777.4,2832.52,9007.5
2015-06-29,8999.97,2255.03,10637.11,2796.87,8868.39
2015-06-30,8918.62,2239.28,10571.97,2784.21,8780.91
2015-07-01,9043.87,2272.84,10703.3,2815.1,8908.99
2015-07-02,9092.07,2281.31,10740.22,2821.46,8961.48
2015-07-03,9047.09,2275.25,10710.67,2814.94,8912.84
2015-07-06,8992.71,2257.11,10619.82,2791.94,8862.78
2015-07-07,8893.3,2229.61,10503.81,2762.29,8764.11
2015-07-08,8971.81,2237.97,10533.31,2767.8,8852.43
2015-07-09,9103.03,2270.38,10678.94,2802.81,8985.08
2015-07-10,9249.63,2305.03,10829.53,2840.35,9134.18
2015-07-13,9364.16,2326.97,10948.41,2870.7,9250.1
2015-07-14,9423.71,2341.72,11008.26,2885.27,9311.07
2015-07-15,9429.75,2340.34,10999.54,2883.35,9319.25
2015-07-16,9566.73,2373.36,11139.31,2917.73,9458.96
2015-07-17,9558.38,2379.06,11159.63,2923.02,9446.17
2015-07-20,9593.74,2383.02,11189.13,2931.22,9482.62
2015-07-21,9505.24,2374.4,11147.19,2920.95,9385.45
2015-07-22,9416.38,2364.46,11097.05,2908.26,9289.26
2015-07-23,9502.53,2375.3,11150.33,2922.2,9381.57
2015-07-24,9443.12,2353.17,11073.77,2903.84,9322.97
2015-07-27,9325.6,2335.62,10993.52,2883.71,9194.48
2015-07-28,9406.56,2355.51,11085.41,2906.3,9275.72
2015-07-29,9513.07,2378.05,11171.76,2926.72,9387.97
2015-07-30,9525.93,2389.6,11209.35,2935.8,9397.69
2015-07-31,9559.21,2403.33,11264.32,2950.13,9428.17
2015-08-03,9601.14,2418.35,11323.79,2964.03,9468.97
2015-08-04,9615.44,2428.55,11356.36,2973.41,9480.2
2015-08-05,9665.61,2452.47,11447.74,2993.91,9526.79
2015-08-06,9597.01,2434.99,11367.72,2974.7,9457.99
2015-08-07,9545.16,2417.13,11289.53,2956.24,9408.27
2015-08-10,9641.33,2427.61,11352.88,2972.68,9510.78
2015-08-11,9564.05,2420.8,11327.14,2966.39,9424.41
2015-08-12,9330.17,2374.0,11107.42,2911.26,9183.88
2015-08-13,9462.15,2389.52,11191.82,2932.7,9325.21
2015-08-14,9485.21,2397.74,11231.96,2942.22,9346.56
2015-08-17,9527.34,2405.85,11263.27,2951.15,9390.46
2015-08-18,9520.2,2405.18,11255.82,2948.63,9383.6
2015-08-19,9391.63,2371.18,11130.37,2917.95,9251.6
2015-08-20,9244.65,2335.37,10957.87,2875.91,9104.71
2015-08-21,8953.4,2282.3,10726.29,2817.99,8798.57
2015-08-24,8622.81,2199.74,10352.73,2722.25,8468.89
2015-08-25,8914.67,2274.81,10698.76,2808.77,8758.79
2015-08-26,8719.96,2243.59,10581.17,2779.83,8548.75
2015-08-27,8972.88,2296.87,10793.24,2833.0,8812.58
2015-08-28,8943.21,2284.25,10745.99,2820.75,8785.1
2015-08-31,8984.61,2298.97,10808.91,2835.89,8824.56
2015-09-01,8786.39,2256.87,10616.87,2788.22,8621.27
2015-09-02,8792.36,2265.83,10634.19,2791.47,8626.34
2015-09-03,8937.4,2301.46,10772.47,2825.41,8775.64
2015-09-04,8819.21,2274.09,10666.16,2800.58,8652.35
2015-09-07,8865.75,2276.17,10675.05,2802.35,8705.53
2015-09-08,8928.39,2305.62,10798.59,2832.68,8760.95
2015-09-09,9033.84,2326.08,10877.78,2853.17,8871.92
2015-09-10,8948.58,2315.59,10830.63,2842.53,8778.76
2015-09-11,8940.52,2309.46,10811.5,2837.22,8772.44
2015-09-14,8859.56,2294.49,10753.79,2823.35,8686.17
2015-09-15,8955.35,2307.99,10807.84,2835.98,8790.44
2015-09-16,9031.32,2321.31,10859.4,2849.41,8871.17
2015-09-17,9015.11,2325.99,10878.29,2854.34,8849.43
2015-09-18,8915.54,2302.98,10782.41,2832.59,8739.22
2015-09-21,8959.26,2317.21,10836.75,2846.16,8782.27
2015-09-22,8667.22,2264.98,10611.14,2788.58,8475.47
2015-09-23,8643.09,2265.19,10608.59,2788.03,8447.68
2015-09-24,8467.46,2212.57,10376.68,2727.86,8278.07
2015-09-25,8681.18,2243.22,10516.43,2764.22,8505.94
2015-09-28,8557.95,2216.95,10396.74,2731.8,8381.22
2015-09-29,8496.71,2196.51,10308.18,2708.4,8323.48
2015-09-30,8679.82,2234.32,10468.87,2748.66,8513.41
2015-10-01,8680.07,2235.72,10480.42,2754.05,8510.56
2015-10-02,8688.23,2245.97,10517.1,2761.88,8515.52
2015-10-05,8908.35,2293.57,10733.3,2815.42,8740.83
2015-10-06,8942.61,2328.1,10867.48,2848.17,8761.68
2015-10-07,8825.63,2304.66,10770.06,2824.72,8639.03
2015-10-08,8865.62,2325.28,10853.87,2844.38,8674.17
2015-10-09,8877.94,2339.31,10913.94,2858.66,8680.21
2015-10-12,8900.98,2338.58,10916.88,2860.27,8706.11
2015-10-13,8847.35,2324.09,10842.04,2841.36,8654.64
2015-10-14,8766.29,2306.03,10753.6,2818.82,8573.31
2015-10-15,8838.66,2314.17,10784.17,2826.19,8653.35
2015-10-16,8899.93,2328.64,10849.1,2841.69,8715.73
2015-10-19,8890.89,2326.06,10843.76,2840.87,8705.66
2015-10-20,8846.16,2331.96,10866.77,2846.91,8650.02
2015-10-21,8810.02,2343.23,10910.84,2856.85,8602.12
2015-10-22,8985.1,2375.65,11031.3,2886.41,8788.92
2015-10-23,9108.52,2410.31,11186.9,2924.55,8910.52
2015-10-26,9107.65,2406.55,11187.45,2927.38,8907.86
2015-10-27,9044.68,2378.66,11080.37,2900.87,8849.92
2015-10-28,9126.02,2400.47,11166.81,2921.58,8932.64
2015-10-29,9150.81,2404.81,11194.36,2928.9,8957.27
2015-10-30,9133.48,2401.77,11185.26,2926.19,8938.65
2015-11-02,9145.85,2429.46,11302.24,2955.33,8936.08
2015-11-03,9148.43,2437.31,11326.21,2961.5,8935.5
2015-11-04,9163.99,2439.37,11334.32,2964.72,8951.76
2015-11-05,9201.24,2448.03,11371.66,2973.32,8990.16
2015-11-06,9188.52,2455.08,11407.62,2982.01,8970.27
2015-11-09,9095.06,2428.71,11297.36,2955.73,8876.67
2015-11-10,9067.62,2423.1,11266.36,2947.02,8849.77
2015-11-11,9108.7,2446.94,11358.42,2969.47,8884.55
2015-11-12,9039.7,2428.53,11270.95,2947.54,8816.94
2015-11-13,8978.46,2419.17,11233.16,2940.19,8749.84
2015-11-16,8958.37,2416.63,11232.44,2939.06,8727.09
2015-11-17,9173.78,2458.32,11407.36,2982.9,8952.58
2015-11-18,9211.72,2469.56,11448.27,2992.91,8990.96
2015-11-19,9228.92,2473.64,11463.35,2996.96,9008.65
2015-11-20,9237.18,2478.28,11484.14,3001.14,9015.83
2015-11-23,9156.24,2474.47,11463.14,2996.24,8924.41
2015-11-24,9042.23,2448.25,11340.74,2967.11,8808.53
2015-11-25,9164.0,2482.12,11461.22,2994.46,8934.48
2015-11-26,9196.55,2485.9,11488.59,3001.58,8968.25
2015-11-27,9231.05,2490.26,11521.75,3011.01,9002.96
2015-11-30,9232.94,2507.84,11602.81,3031.78,8993.1
2015-12-01,9241.18,2522.93,11671.73,3048.07,8993.24
2015-12-02,9262.21,2520.69,11681.4,3050.09,9016.56
2015-12-03,9110.68,2499.57,11596.56,3029.32,8852.14
2015-12-04,9060.2,2481.28,11529.41,3012.87,8802.89
2015-12-07,9092.31,2507.21,11628.21,3038.73,8825.28
2015-12-08,8964.84,2472.76,11464.31,2996.74,8701.2
2015-12-09,8888.58,2449.96,11373.94,2975.08,8624.95
2015-12-10,8889.25,2437.03,11330.08,2963.21,8632.63
2015-12-11,8759.29,2405.47,11182.58,2927.39,8502.06
2015-12-14,8644.82,2393.42,11131.31,2916.08,8375.31
2015-12-15,8849.37,2450.26,11358.23,2971.17,8581.56
2015-12-16,8874.34,2456.53,11401.18,2982.47,8604.08
2015-12-17,8928.38,2473.59,11474.18,3000.92,8656.3
2015-12-18,8879.82,2455.23,11405.56,2985.16,8608.91
2015-12-21,8817.15,2438.91,11349.12,2970.68,8544.35
2015-12-22,8793.67,2441.33,11357.8,2972.83,8515.82
2015-12-23,8976.74,2479.45,11516.66,3012.73,8705.74
2015-12-24,8976.74,2479.45,11516.66,3012.73,8705.74
2015-12-25,8976.74,2479.45,11516.66,3012.73,8705.74
2015-12-28,9012.57,2490.83,11574.55,3026.72,8739.36
2015-12-29,9153.55,2523.26,11718.83,3061.98,8883.01
2015-12-30,9093.97,2515.73,11686.21,3054.42,8818.09
2015-12-31,9093.97,2515.73,11686.21,3054.42,8818.09
2016-01-01,9093.97,2515.73,11686.21,3054.42,8818.09
2016-01-04,8929.25,2464.78,11469.52,3002.67,8656.31
2016-01-05,8971.66,2473.0,11502.46,3009.9,8701.46
2016-01-06,8878.74,2440.27,11361.4,2975.12,8613.42
2016-01-07,8710.45,2385.38,11136.83,2919.23,8449.86
2016-01-08,8527.36,2354.65,10991.87,2883.92,8257.28
2016-01-11,8486.14,2349.97,10966.67,2876.66,8213.52
2016-01-12,8603.77,2383.1,11093.65,2908.42,8332.04
2016-01-13,8683.72,2400.82,11167.4,2926.11,8414.83
2016-01-14,8568.05,2368.08,10995.64,2882.39,8305.47
2016-01-15,8364.62,2307.77,10732.06,2815.94,8107.13
2016-01-18,8349.08,2290.99,10662.49,2798.51,8099.08
2016-01-19,8479.87,2335.46,10852.53,2846.17,8223.76
2016-01-20,8228.94,2280.51,10615.46,2786.43,7966.34
2016-01-21,8293.01,2289.68,10651.71,2796.47,8035.06
2016-01-22,8526.14,2346.01,10899.28,2857.39,8271.11
2016-01-25,8515.2,2353.74,10929.67,2866.17,8253.34
2016-01-26,8578.65,2379.16,11020.54,2888.16,8314.47
2016-01-27,8594.86,2393.79,11089.28,2906.67,8322.68
2016-01-28,8443.66,2383.09,11046.99,2895.52,8153.27
2016-01-29,8610.7,2428.52,11242.79,2943.69,8319.81
2016-02-01,8604.92,2431.46,11256.22,2947.33,8310.99
2016-02-02,8497.19,2412.64,11175.15,2927.74,8196.99
2016-02-03,8425.14,2393.84,11101.83,2909.45,8123.74
2016-02-04,8309.54,2374.45,11010.13,2884.96,8003.4
2016-02-05,8266.5,2360.55,10956.2,2873.18,7960.13
2016-02-08,8051.04,2285.01,10609.96,2786.88,7759.21
2016-02-09,7869.03,2236.08,10373.48,2724.81,7583.27
2016-02-10,8019.35,2274.87,10554.44,2770.25,7731.93
2016-02-11,7783.35,2209.22,10283.19,2702.22,7496.62
2016-02-12,7941.01,2246.84,10448.64,2742.83,7656.6
2016-02-15,8143.61,2314.68,10751.65,2819.09,7848.33
2016-02-16,8112.22,2311.58,10736.02,2815.67,7813.79
2016-02-17,8251.32,2362.71,10941.21,2866.72,7946.19
2016-02-18,8237.47,2380.02,11034.1,2890.15,7916.61
2016-02-19,8188.54,2376.24,11008.23,2883.83,7863.36
2016-02-22,8286.26,2401.94,11116.24,2910.75,7961.49
2016-02-23,8144.16,2380.16,11042.74,2892.06,7807.01
2016-02-24,8025.51,2344.0,10900.37,2856.38,7689.56
2016-02-25,8189.53,2392.85,11105.04,2907.13,7794.05
2016-02-26,8276.36,2420.8,11224.45,2937.36,7877.03
2016-02-29,8249.38,2424.0,11241.69,2941.24,7843.63
2016-03-01,8374.26,2466.24,11417.26,2986.01,7962.22
2016-03-02,8438.22,2458.87,11391.49,2979.46,8039.89
2016-03-03,8400.55,2455.21,11380.88,2977.67,7950.84
2016-03-04,8443.82,2483.84,11505.18,3009.06,7982.57
2016-03-07,8480.3,2492.91,11540.31,3018.46,8019.13
2016-03-08,8432.54,2479.38,11488.05,3006.36,7971.15
2016-03-09,8437.31,2480.82,11489.26,3007.79,7975.81
2016-03-10,8354.04,2456.18,11391.43,2984.09,7893.66
2016-03-11,8468.81,2499.46,11590.38,3031.48,7998.43
2016-03-14,8491.73,2504.8,11627.29,3042.68,8018.36
2016-03-15,8420.39,2473.74,11497.44,3012.02,7953.93
2016-03-16,8392.71,2472.45,11512.78,3016.58,7916.43
2016-03-17,8348.21,2482.48,11541.36,3022.65,7861.79
2016-03-18,8310.11,2479.16,11557.57,3030.15,7813.68
2016-03-21,8341.79,2476.88,11545.45,3024.16,7849.57
2016-03-22,8345.22,2481.01,11552.77,3024.89,7853.07
2016-03-23,8381.71,2482.03,11553.87,3025.45,7894.36
2016-03-24,8264.02,2453.8,11431.19,2997.44,7775.58
2016-03-25,8264.02,2453.8,11431.19,2997.44,7775.58
2016-03-28,8264.02,2453.8,11431.19,2997.44,7775.58
2016-03-29,8289.71,2470.36,11482.03,3010.6,7797.65
2016-03-30,8345.85,2501.64,11612.64,3040.8,7845.08
2016-03-31,8316.61,2504.72,11630.19,3047.85,7807.89
2016-04-01,8223.59,2490.1,11581.21,3034.73,7688.34
2016-04-04,8267.77,2501.63,11617.51,3047.1,7731.81
2016-04-05,8208.52,2489.5,11555.26,3030.24,7673.67
2016-04-06,8301.87,2510.32,11638.68,3051.39,7768.23
2016-04-07,8292.21,2504.45,11600.83,3043.89,7761.35
2016-04-08,8356.38,2520.19,11674.4,3061.28,7817.55
2016-04-11,8353.94,2518.7,11699.46,3069.37,7751.58
2016-04-12,8386.4,2519.66,11709.86,3068.36,7788.78
2016-04-13,8526.67,2539.45,11819.17,3091.51,7934.46
2016-04-14,8606.64,2541.55,11844.84,3098.3,8021.0
2016-04-15,8595.82,2532.31,11792.34,3084.0,8014.6
2016-04-18,8625.08,2534.93,11811.69,3089.51,8044.6
2016-04-19,8735.99,2563.46,11938.64,3120.61,8152.76
2016-04-20,8766.27,2561.17,11919.08,3120.56,8186.97
2016-04-21,8727.27,2532.88,11793.5,3089.96,8159.67
2016-04-22,8682.0,2531.87,11785.92,3088.41,8109.44
2016-04-25,8653.91,2527.72,11765.28,3084.5,8079.89
2016-04-26,8663.01,2527.84,11770.34,3085.2,8077.18
2016-04-27,8684.28,2533.76,11799.23,3093.22,8096.76
2016-04-28,8695.94,2533.97,11799.37,3092.95,8099.42
2016-04-29,8566.82,2511.35,11719.35,3074.47,7960.85
2016-05-02,8591.16,2532.62,11803.45,3093.7,7977.77
2016-05-03,8470.24,2522.86,11729.13,3077.46,7850.68
2016-05-04,8377.01,2515.08,11682.05,3064.43,7752.97
2016-05-05,8377.01,2515.08,11682.05,3064.43,7752.97
2016-05-06,8368.97,2528.33,11743.61,3079.84,7735.6
2016-05-09,8455.06,2542.37,11778.98,3091.05,7824.95
2016-05-10,8561.69,2562.58,11858.85,3109.14,7934.93
2016-05-11,8562.06,2554.83,11837.42,3104.47,7937.88
2016-05-12,8527.73,2546.39,11795.14,3096.71,7885.85
2016-05-13,8571.08,2555.41,11848.0,3109.25,7925.76
2016-05-16,8571.08,2555.41,11848.0,3109.25,7925.76
2016-05-17,8563.02,2564.24,11884.67,3116.81,7906.76
2016-05-18,8623.71,2563.75,11885.07,3118.2,7973.93
2016-05-19,8571.04,2556.91,11856.88,3110.01,7908.79
2016-05-20,8664.6,2579.63,11970.17,3139.89,7997.3
2016-05-23,8709.57,2588.52,12030.59,3156.83,8038.46
2016-05-24,8792.23,2599.39,12092.56,3167.31,8125.24
2016-05-25,8832.82,2596.6,12113.18,3172.87,8167.61
2016-05-26,8896.46,2612.42,12180.22,3190.0,8229.55
2016-05-27,8953.95,2613.39,12183.27,3192.52,8292.45
2016-05-30,8942.47,2617.52,12200.11,3195.84,8277.83
2016-05-31,8887.41,2610.9,12188.99,3195.59,8216.42
2016-06-01,8854.99,2601.24,12152.51,3185.64,8185.53
2016-06-02,8869.7,2589.62,12106.09,3178.48,8205.82
2016-06-03,8818.74,2589.36,12108.42,3179.34,8148.4
2016-06-06,8837.17,2591.14,12127.72,3184.96,8165.98
2016-06-07,8889.92,2607.84,12186.91,3202.0,8215.78
2016-06-08,8814.19,2587.25,12093.13,3178.52,8143.76
2016-06-09,8745.38,2568.43,12017.66,3160.84,8076.35
2016-06-10,8586.33,2530.84,11829.66,3115.92,7922.71
2016-06-13,8435.82,2491.44,11626.83,3064.07,7782.35
2016-06-14,8284.2,2444.63,11431.9,3015.88,7638.77
2016-06-15,8331.34,2465.07,11514.46,3038.15,7679.49
2016-06-16,8273.96,2436.33,11376.22,3002.23,7634.66
2016-06-17,8359.96,2464.09,11514.86,3034.18,7713.61
2016-06-20,8559.73,2524.16,11781.12,3102.43,7900.22
2016-06-21,8593.56,2525.75,11794.22,3106.7,7935.75
2016-06-22,8627.15,2529.04,11806.02,3108.85,7972.14
2016-06-23,8683.57,2553.12,11894.71,3131.46,8023.05
2016-06-24,8395.77,2473.02,11536.55,3046.19,7747.18
2016-06-27,8204.31,2378.15,11097.45,2932.16,7594.49
2016-06-28,8398.25,2437.18,11364.89,3001.88,7773.8
2016-06-29,8612.42,2494.54,11610.97,3065.56,7978.96
2016-06-30,8660.22,2513.14,11696.41,3088.32,8020.15
2016-07-01,8736.59,2546.06,11851.13,3126.09,8085.21
2016-07-04,8704.98,2535.04,11791.88,3113.38,8056.71
2016-07-05,8574.56,2484.59,11559.15,3056.22,7941.67
2016-07-06,8517.56,2455.17,11411.05,3018.54,7898.21
2016-07-07,8591.48,2480.45,11528.55,3049.44,7964.23
2016-07-08,8674.36,2507.1,11663.15,3084.64,8037.94
2016-07-11,8783.94,2555.73,11891.08,3141.9,8117.11
2016-07-12,8811.17,2563.54,11928.91,3150.05,8143.13
2016-07-13,8816.66,2572.54,11979.78,3162.93,8142.33
2016-07-14,8846.4,2577.13,11999.21,3165.75,8174.02
2016-07-15,8823.03,2562.15,11937.7,3150.28,8156.26
2016-07-18,8837.97,2581.32,12021.68,3171.35,8161.6
2016-07-19,8791.3,2574.58,12000.49,3167.64,8111.48
2016-07-20,8884.7,2608.19,12135.0,3201.71,8197.43
2016-07-21,8860.14,2583.83,12038.14,3178.59,8182.45
2016-07-22,8877.17,2596.35,12089.74,3191.11,8194.73
2016-07-25,8878.15,2595.89,12098.29,3193.73,8194.41
2016-07-26,8911.47,2605.71,12127.25,3201.94,8227.2
2016-07-27,8912.13,2614.82,12185.08,3214.21,8221.33
2016-07-28,8793.66,2602.0,12122.85,3202.99,8095.07
2016-07-29,8828.2,2612.6,12175.79,3214.95,8127.2
2016-08-01,8828.2,2612.6,12175.79,3214.95,8127.2
2016-08-02,8713.96,2595.48,12093.89,3193.37,8011.24
2016-08-03,8709.3,2586.69,12057.08,3185.79,8010.1
2016-08-04,8787.52,2609.76,12182.21,3216.08,8081.14
2016-08-05,8898.06,2626.35,12254.87,3234.98,8194.34
2016-08-08,8880.22,2637.21,12304.86,3245.45,8168.84
2016-08-09,8948.78,2663.28,12427.52,3275.13,8229.42
2016-08-10,8932.36,2667.26,12450.17,3279.25,8208.9
2016-08-11,9022.16,2687.47,12559.2,3303.43,8296.14
2016-08-12,9021.82,2688.76,12554.84,3304.75,8295.04
2016-08-15,9033.76,2690.25,12579.95,3310.51,8305.28
2016-08-16,8939.28,2661.2,12464.54,3281.45,8215.45
2016-08-17,8868.38,2629.01,12328.54,3248.85,8153.8
2016-08-18,8910.87,2645.99,12417.65,3270.28,8189.73
2016-08-19,8846.36,2631.32,12347.27,3252.51,8127.28
2016-08-22,8875.98,2637.64,12367.96,3257.13,8157.85
2016-08-23,8919.18,2646.58,12405.28,3265.41,8201.61
2016-08-24,8916.14,2642.92,12387.3,3262.4,8199.83
2016-08-25,8859.19,2630.95,12344.05,3253.09,8141.28
2016-08-26,8888.07,2639.98,12378.33,3262.78,8168.32
2016-08-29,8901.6,2639.14,12367.82,3261.51,8184.09
2016-08-30,8951.5,2643.0,12399.37,3268.48,8236.01
2016-08-31,8915.79,2633.87,12365.86,3257.38,8202.13
2016-09-01,8861.83,2637.77,12368.54,3256.05,8142.64
2016-09-02,9013.26,2670.6,12489.02,3288.3,8294.3
2016-09-05,9035.77,2682.14,12553.07,3305.18,8310.37
2016-09-06,9028.14,2677.95,12530.37,3300.56,8304.34
2016-09-07,9045.49,2684.91,12553.06,3305.6,8320.99
2016-09-08,9036.8,2675.59,12523.84,3298.31,8315.2
2016-09-09,8978.18,2645.82,12422.5,3271.56,8264.13
2016-09-12,8911.83,2619.6,12295.08,3241.5,8206.2
2016-09-13,8885.44,2627.74,12307.56,3245.3,8174.73
2016-09-14,8880.78,2640.91,12360.93,3258.16,8162.65
2016-09-15,8906.48,2651.43,12408.9,3270.26,8184.84
2016-09-16,8850.97,2638.51,12344.11,3256.24,8130.44
2016-09-19,8921.02,2660.41,12437.88,3280.29,8195.71
2016-09-20,8958.79,2660.47,12435.33,3281.11,8237.54
2016-09-21,8953.6,2656.42,12430.46,3277.41,8226.47
2016-09-22,9041.76,2683.86,12561.99,3309.37,8307.63
2016-09-23,9009.21,2682.15,12545.25,3306.33,8272.89
2016-09-26,8901.56,2663.62,12452.93,3283.37,8165.05
2016-09-27,8909.87,2662.36,12437.92,3281.36,8175.42
2016-09-28,8957.13,2674.66,12500.42,3296.41,8220.07
2016-09-29,8902.79,2661.7,12456.44,3287.44,8164.2
2016-09-30,8883.25,2672.07,12483.94,3293.59,8139.01
2016-10-03,8918.35,2692.28,12573.96,3315.51,8166.32
2016-10-04,8985.31,2712.33,12657.46,3334.71,8230.73
2016-10-05,8946.99,2695.11,12606.66,3321.21,8195.23
2016-10-06,8922.07,2690.62,12577.63,3315.59,8170.44
2016-10-07,8867.05,2665.59,12464.08,3286.79,8124.59
2016-10-10,8916.42,2679.91,12523.01,3300.7,8172.22
2016-10-11,8878.33,2671.65,12489.12,3290.57,8135.15
2016-10-12,8810.39,2655.8,12426.5,3273.35,8068.56
2016-10-13,8742.07,2645.83,12363.5,3259.12,7999.93
2016-10-14,8836.42,2672.4,12487.46,3287.59,8089.91
2016-10-17,8743.13,2647.17,12371.84,3259.4,8000.96
2016-10-18,8818.23,2660.75,12438.46,3278.21,8074.69
2016-10-19,8840.48,2674.66,12480.84,3288.81,8093.78
2016-10-20,8809.39,2657.42,12405.09,3269.98,8069.27
2016-10-21,8781.74,2664.78,12432.68,3276.43,8034.86
2016-10-24,8734.07,2641.8,12368.39,3257.47,7991.88
2016-10-25,8671.57,2627.74,12318.22,3243.02,7929.87
2016-10-26,8637.39,2631.6,12321.56,3240.97,7892.77
2016-10-27,8660.79,2623.18,12281.13,3230.95,7924.39
2016-10-28,8649.34,2630.88,12270.42,3236.49,7908.57
2016-10-31,8578.7,2641.94,12297.27,3239.91,7827.74
2016-11-01,8510.92,2625.65,12235.51,3222.68,7761.34
2016-11-02,8439.74,2593.48,12091.26,3188.41,7700.41
2016-11-03,8387.11,2593.82,12110.12,3189.55,7640.94
2016-11-04,8332.71,2575.33,12016.59,3165.52,7593.2
2016-11-07,8480.29,2613.72,12189.98,3207.75,7735.22
2016-11-08,8492.96,2624.47,12236.3,3217.58,7744.03
2016-11-09,8637.73,2638.67,12296.01,3232.36,7897.84
2016-11-10,8659.98,2619.66,12274.25,3221.23,7928.77
2016-11-11,8601.43,2591.53,12151.78,3190.04,7880.29
2016-11-14,8615.08,2582.27,12124.36,3180.81,7900.57
2016-11-15,8630.29,2594.06,12183.72,3196.2,7909.2
2016-11-16,8640.66,2604.5,12226.33,3208.65,7914.02
2016-11-17,8695.42,2623.02,12305.1,3228.06,7964.68
2016-11-18,8648.15,2633.17,12351.95,3241.43,7904.55
2016-11-21,8592.56,2619.85,12294.02,3227.73,7849.86
2016-11-22,8491.66,2609.32,12270.86,3218.98,7741.82
2016-11-23,8496.74,2603.53,12247.73,3210.27,7752.24
2016-11-24,8544.82,2616.58,12304.51,3224.03,7798.5
2016-11-25,8628.02,2635.61,12373.48,3242.37,7881.53
2016-11-28,8572.19,2628.52,12337.98,3234.82,7823.23
2016-11-29,8595.24,2636.19,12379.26,3242.14,7845.01
2016-11-30,8623.48,2643.19,12390.07,3244.69,7875.19
2016-12-01,8528.45,2620.83,12320.8,3226.02,7779.11
2016-12-02,8526.58,2612.51,12271.71,3213.16,7784.01
2016-12-05,8590.56,2631.26,12356.95,3231.28,7845.68
2016-12-06,8654.48,2634.99,12391.23,3240.02,7912.39
2016-12-07,8665.6,2623.9,12361.78,3230.03,7930.25
2016-12-08,8685.38,2618.11,12358.07,3227.6,7953.68
2016-12-09,8827.99,2643.65,12445.9,3252.4,8099.63
2016-12-12,8761.89,2615.22,12362.36,3226.02,8040.09
2016-12-13,8882.92,2638.84,12452.12,3249.66,8162.53
2016-12-14,8861.49,2635.48,12448.74,3246.28,8140.41
2016-12-15,8924.73,2632.0,12459.0,3240.42,8214.3
2016-12-16,8945.48,2648.95,12503.66,3258.38,8227.72
2016-12-19,8954.67,2655.21,12511.23,3264.8,8234.49
2016-12-20,8964.94,2658.94,12526.64,3270.26,8243.0
2016-12-21,8958.17,2658.15,12527.58,3273.89,8233.45
2016-12-22,8966.45,2665.09,12558.25,3282.54,8237.98
2016-12-23,8964.87,2671.13,12594.04,3289.08,8232.64
2016-12-26,8964.87,2671.13,12594.04,3289.08,8232.64
2016-12-27,8997.41,2686.8,12659.38,3306.64,8259.45
2016-12-28,8996.88,2687.24,12664.85,3310.76,8256.61
2016-12-29,8992.19,2686.67,12660.87,3311.17,8251.13
2016-12-30,8965.7,2689.57,12670.07,3314.14,8219.87
2017-01-02,8965.7,2689.57,12670.07,3314.14,8219.87
2017-01-03,9061.16,2701.16,12755.77,3333.34,8316.18
