,SPI Index,SPI19 Index,SMCI Index,SPI21 Index,M9EUHCSC Index,M9EUINSC Index,M9EUFNSC Index,M9EUMTSC Index,M9EUITSC Index,M9EUCSSC Index,M9EUCDSC Index,M9EUHCLC Index,M9EUINLC Index,M9EUFNLC Index,M9EUMTLC Index,M9EUCSLC Index,EURCHF Curncy
2012-05-11,5573.12,11862.01,6778.53,5441.25,660.78,462.37,490.39,772.94,991.18,870.37,551.87,913.8,621.83,312.76,815.75,1155.48,1.20118
2012-05-14,5495.76,11751.33,6666.45,5367.75,653.22,456.09,480.79,754.91,968.64,859.38,539.77,901.09,607.71,303.8,794.1,1142.61,1.20117
2012-05-15,5479.35,11638.59,6618.07,5356.46,651.98,456.3,475.64,741.21,966.27,857.7,533.27,898.37,605.45,299.4,784.61,1144.57,1.20101
2012-05-16,5488.88,11585.34,6642.81,5364.6,651.69,453.31,474.41,742.03,963.33,849.36,531.78,897.51,602.09,297.9,781.11,1135.07,1.20117
2012-05-17,5488.88,11585.34,6642.81,5364.6,649.91,441.41,470.57,735.26,952.79,846.65,528.04,895.16,598.29,291.41,769.9,1132.29,1.2010399999999999
2012-05-18,5419.76,11532.74,6549.05,5297.6,642.33,439.91,464.92,723.04,933.75,833.09,517.11,889.73,591.44,288.23,760.36,1119.98,1.20115
2012-05-21,5437.63,11534.27,6583.52,5313.59,646.44,447.51,466.67,731.56,940.24,835.98,519.1,894.82,597.96,291.0,768.42,1120.69,1.20114
2012-05-22,5522.27,11612.82,6649.95,5402.35,656.1,443.06,475.39,751.37,953.25,846.72,529.68,904.0,612.49,299.53,786.98,1126.25,1.2011
2012-05-23,5437.51,11616.87,6554.43,5316.78,650.2,447.2,467.07,731.43,935.01,833.98,517.75,887.32,595.25,290.05,758.89,1111.08,1.201
2012-05-24,5467.89,11620.06,6573.43,5349.56,654.54,449.42,470.6,730.12,935.96,838.46,520.6,892.77,601.46,294.15,767.45,1119.35,1.2016499999999999
2012-05-25,5477.46,11545.53,6582.74,5360.12,656.74,446.75,472.37,723.88,930.28,837.81,518.77,899.19,603.04,293.44,761.5,1125.21,1.2012
2012-05-28,5477.46,11545.53,6582.74,5360.12,657.84,446.75,471.91,728.54,939.34,837.12,523.24,900.31,605.18,291.17,767.65,1121.0,1.20182
2012-05-29,5525.93,11508.09,6649.56,5407.66,664.58,453.44,473.62,739.1,956.26,846.18,529.95,902.78,615.07,291.28,784.14,1127.75,1.20108
2012-05-30,5504.52,11490.48,6563.81,5394.92,658.87,445.87,466.86,721.1,936.77,845.27,521.89,895.46,602.77,286.24,764.38,1119.72,1.20107
2012-05-31,5456.06,11463.21,6525.62,5343.97,658.66,444.49,468.51,718.74,957.17,844.83,521.39,898.21,595.52,286.73,757.37,1126.22,1.20101
2012-06-01,5386.38,11381.6,6427.46,5277.22,645.95,430.7,461.63,702.76,932.44,829.33,507.79,882.17,582.27,282.52,743.13,1108.1,1.20129
2012-06-04,5325.76,11241.28,6351.59,5218.44,641.73,429.92,460.96,697.05,923.73,823.68,504.92,878.32,577.57,284.68,737.33,1103.33,1.20075
2012-06-05,5329.89,11212.04,6363.74,5221.82,637.79,431.55,460.44,697.04,927.95,823.23,505.81,879.85,579.85,286.24,737.09,1104.34,1.20095
2012-06-06,5429.85,11375.13,6481.24,5320.46,644.24,444.39,471.64,721.35,945.81,835.25,516.01,892.48,592.15,297.18,766.1,1119.8,1.20074
2012-06-07,5476.39,11397.14,6564.25,5362.88,652.91,443.68,477.07,731.81,960.73,841.2,527.42,896.48,600.26,301.97,780.71,1122.84,1.20126
2012-06-08,5471.03,11408.86,6530.5,5361.28,651.1,449.22,475.54,724.72,953.23,842.36,524.79,899.4,594.67,300.18,766.78,1128.28,1.20138
2012-06-11,5473.79,11417.48,6532.82,5364.09,652.73,437.71,470.92,720.24,949.95,838.77,524.21,901.36,595.42,298.96,766.33,1127.42,1.20106
2012-06-12,5507.31,11360.89,6498.92,5408.54,650.25,443.93,464.66,714.92,938.79,836.9,518.79,909.66,598.34,298.78,771.29,1135.94,1.20103
2012-06-13,5532.19,11469.24,6526.34,5432.72,650.59,438.11,465.2,709.35,930.19,832.14,513.61,916.34,586.38,299.57,768.01,1142.15,1.20092
2012-06-14,5495.71,11359.68,6468.96,5399.12,649.19,443.55,470.57,711.1,918.38,837.95,514.21,916.42,583.48,300.96,761.73,1142.03,1.20111
2012-06-15,5503.45,11373.98,6501.78,5403.56,652.21,445.54,478.69,724.09,934.6,844.96,521.55,914.97,591.98,305.92,771.68,1136.55,1.20101
2012-06-18,5525.39,11352.28,6527.78,5425.71,654.67,446.08,476.66,726.71,936.72,847.59,522.96,921.12,593.06,300.96,773.87,1142.24,1.20095
2012-06-19,5609.65,11417.69,6607.2,5512.13,659.98,456.63,483.58,736.97,946.91,854.19,532.86,939.73,603.52,309.12,789.21,1143.68,1.20086
2012-06-20,5603.35,11455.29,6645.37,5499.36,661.53,453.26,488.58,744.71,962.13,859.5,539.77,935.47,608.78,313.45,794.64,1140.26,1.20085
2012-06-21,5594.09,11426.63,6630.97,5490.82,664.73,442.2,488.02,740.69,965.49,859.89,539.0,940.36,604.78,311.51,778.65,1141.18,1.20098
2012-06-22,5567.84,11467.17,6565.42,5468.82,663.4,445.27,485.97,728.43,955.53,858.09,533.69,938.77,597.82,310.66,761.89,1141.15,1.20097
2012-06-25,5522.13,11415.39,6495.55,5425.68,655.1,437.02,476.01,712.56,940.33,847.99,524.04,929.82,585.28,301.72,744.85,1135.21,1.20093
2012-06-26,5528.14,11331.86,6468.61,5437.0,652.59,437.04,473.05,709.7,931.32,845.28,522.26,934.33,578.45,300.04,748.1,1138.04,1.20107
2012-06-27,5564.79,11304.85,6503.68,5475.01,653.56,444.51,479.1,707.08,940.67,858.87,526.68,942.13,585.74,306.87,753.32,1150.88,1.20109
2012-06-28,5551.89,11299.19,6448.14,5467.57,650.59,445.67,475.52,700.39,933.47,858.59,522.03,938.22,582.99,301.11,751.26,1148.22,1.20117
2012-06-29,5633.27,11415.73,6600.49,5540.39,661.36,461.6,492.34,725.63,957.26,879.03,537.48,951.81,609.81,313.88,779.38,1169.25,1.20118
2012-07-02,5672.69,11390.53,6629.5,5580.65,666.73,463.89,498.48,734.38,973.63,885.85,543.62,961.94,616.52,318.5,785.73,1183.18,1.20116
2012-07-03,5751.33,11450.08,6716.93,5659.51,674.85,471.11,500.44,746.07,985.3,886.91,546.65,969.7,622.61,321.38,802.13,1197.53,1.20107
2012-07-04,5757.79,11458.1,6744.87,5664.95,674.29,471.11,499.72,751.57,985.54,886.4,547.38,970.84,624.75,319.38,802.98,1197.17,1.2013
2012-07-05,5758.66,11477.22,6744.38,5665.86,675.35,471.42,497.03,749.89,979.95,885.39,544.65,970.32,623.05,315.47,800.85,1196.27,1.2010399999999999
2012-07-06,5736.32,11466.88,6684.77,5648.03,672.39,464.78,492.47,738.81,967.5,882.45,538.25,969.76,612.18,309.18,787.36,1198.77,1.20093
2012-07-09,5714.68,11488.91,6656.16,5626.59,673.21,463.68,489.47,728.85,958.53,876.97,535.35,971.41,611.71,307.63,778.39,1192.49,1.2009400000000001
2012-07-10,5744.14,11476.44,6719.11,5652.41,674.4,458.2,491.24,733.74,967.52,880.81,539.5,970.23,618.5,309.71,781.66,1205.07,1.20085
2012-07-11,5726.35,11471.22,6675.09,5637.74,674.3,456.11,490.56,728.15,960.83,875.2,533.7,971.6,611.77,311.03,781.44,1195.9,1.20084
2012-07-12,5693.22,11387.85,6582.06,5612.57,666.42,455.2,486.23,719.33,941.26,867.11,535.68,966.72,605.85,307.27,768.79,1192.7,1.20087
2012-07-13,5723.14,11378.24,6618.73,5642.41,670.95,464.41,490.79,728.32,951.77,874.8,542.54,972.47,614.64,308.89,784.09,1201.06,1.20093
2012-07-16,5733.94,11361.64,6627.3,5653.94,673.53,460.62,497.42,725.99,953.05,879.06,545.23,975.05,617.57,307.92,782.9,1202.17,1.20118
2012-07-17,5745.61,11344.32,6666.93,5662.31,677.44,461.39,500.2,722.09,950.66,877.99,544.28,976.29,615.05,305.47,779.98,1201.94,1.20121
2012-07-18,5804.51,11407.7,6721.72,5722.65,682.13,468.04,498.26,727.91,962.64,880.83,547.91,989.37,621.64,308.63,790.6,1212.78,1.201
2012-07-19,5860.86,11480.62,6817.28,5774.5,686.57,466.27,503.87,742.63,980.93,884.9,558.01,998.37,629.37,310.94,803.18,1222.31,1.20109
2012-07-20,5823.89,11410.99,6750.42,5741.24,678.58,457.99,498.8,733.32,976.06,876.42,552.97,992.3,623.35,301.1,791.33,1213.64,1.20106
2012-07-23,5724.19,11393.21,6594.88,5646.69,663.18,451.06,485.41,706.64,955.0,860.48,538.36,977.68,607.99,291.78,768.16,1191.67,1.20093
2012-07-24,5723.37,11402.24,6616.3,5642.79,663.22,442.68,484.97,705.27,958.36,854.18,537.54,974.26,608.95,287.54,763.93,1189.67,1.20096
2012-07-25,5723.84,11368.8,6642.79,5640.09,665.04,442.04,487.1,708.36,965.02,855.82,536.62,974.47,611.15,289.48,764.09,1181.95,1.20097
2012-07-26,5807.09,11422.88,6733.42,5723.94,666.97,446.12,496.83,718.32,982.53,870.21,546.46,988.71,626.31,300.75,782.5,1211.44,1.20096
2012-07-27,5881.58,11447.33,6769.3,5805.24,672.13,457.55,496.65,730.82,988.58,875.89,553.6,1000.2,631.86,308.53,794.85,1225.93,1.20118
2012-07-30,5918.21,11466.32,6812.49,5841.74,672.3,455.02,500.52,739.48,990.02,884.31,555.11,1006.47,641.65,315.42,805.8,1233.64,1.20119
2012-07-31,5915.33,11563.31,6813.85,5837.33,670.16,452.79,498.48,733.44,985.7,883.06,549.34,1013.0,635.35,311.2,800.04,1227.48,1.20113
2012-08-01,5915.33,11563.31,6813.85,5837.33,669.75,442.31,499.18,735.89,990.28,882.55,551.06,1017.16,638.98,313.12,805.28,1239.83,1.20136
2012-08-02,5910.99,11485.89,6733.23,5843.8,660.14,446.73,492.2,723.92,972.59,877.97,544.74,1013.67,627.92,303.76,786.48,1235.52,1.20122
2012-08-03,5962.98,11520.74,6821.47,5891.91,667.77,461.57,504.26,740.56,985.17,889.52,556.59,1027.09,651.31,319.37,811.69,1248.82,1.2017
2012-08-06,5972.98,11594.5,6877.14,5895.38,673.72,462.26,507.95,751.3,998.73,892.54,563.59,1022.66,657.44,322.18,820.36,1246.93,1.20117
2012-08-07,5972.04,11627.5,6891.76,5892.03,669.73,466.36,509.55,758.72,1001.29,889.88,566.41,1025.58,661.05,322.9,831.69,1244.54,1.20146
2012-08-08,5974.2,11624.6,6898.9,5893.61,667.64,468.34,508.74,757.58,998.96,888.04,565.73,1021.11,658.59,324.96,838.03,1240.69,1.20122
2012-08-09,6016.03,11653.78,6925.28,5938.28,667.85,472.86,509.94,763.33,1003.72,891.23,567.58,1022.37,660.13,326.3,841.33,1252.24,1.2009400000000001
2012-08-10,5994.37,11675.12,6899.48,5916.45,666.64,472.43,508.98,762.75,1001.92,888.99,569.26,1019.72,658.15,325.5,840.02,1244.24,1.20084
2012-08-13,5975.09,11632.07,6858.73,5899.95,664.95,470.63,509.1,756.67,995.24,882.42,568.01,1018.09,655.33,325.84,834.29,1242.26,1.20102
2012-08-14,6011.28,11662.61,6900.63,5936.0,670.61,468.69,511.06,761.39,1000.83,880.57,570.58,1029.73,659.38,328.26,835.75,1246.7,1.20116
2012-08-15,6011.82,11642.79,6888.03,5938.49,671.81,473.11,510.64,759.55,999.88,882.06,572.9,1033.93,657.25,327.79,821.18,1242.07,1.20099
2012-08-16,6020.56,11668.44,6915.44,5944.72,671.43,479.71,512.53,766.18,1007.35,881.49,575.02,1031.85,660.02,332.09,828.04,1238.86,1.20096
2012-08-17,6033.32,11666.7,6928.11,5957.82,673.22,484.33,516.56,771.88,1019.81,884.22,580.28,1023.11,666.26,336.23,830.03,1236.67,1.20108
2012-08-20,6014.51,11661.67,6918.37,5937.37,672.57,482.08,514.17,766.16,1014.05,884.27,578.29,1022.25,664.22,332.5,823.8,1237.53,1.20102
2012-08-21,6024.3,11658.31,6926.36,5947.68,673.2,480.42,518.0,776.55,1019.43,890.21,581.29,1020.35,668.94,338.38,837.72,1239.42,1.20107
2012-08-22,5985.09,11624.96,6878.64,5908.93,667.79,476.59,513.66,766.05,1005.24,886.9,574.98,1007.99,657.66,334.4,822.5,1226.89,1.20093
2012-08-23,5964.87,11596.65,6857.57,5888.58,665.98,472.27,509.76,762.68,1003.65,883.62,572.29,1002.96,652.55,331.95,822.68,1227.53,1.20089
2012-08-24,5979.38,11617.7,6836.37,5908.04,668.25,473.19,509.57,756.39,1000.54,887.75,571.6,1010.95,651.16,330.61,819.12,1236.19,1.20085
2012-08-27,5994.08,11603.25,6851.09,5923.23,671.12,472.86,510.53,756.95,1002.85,889.97,573.44,1013.4,655.81,332.92,823.17,1239.23,1.20105
2012-08-28,5931.78,11524.31,6803.93,5858.08,666.91,474.07,506.94,753.34,999.55,889.29,570.14,1005.93,647.73,331.07,818.15,1237.45,1.20086
2012-08-29,5932.29,11550.35,6814.08,5857.07,670.85,474.86,507.76,752.7,1004.44,893.65,572.11,1004.23,647.66,329.6,810.64,1235.01,1.20098
2012-08-30,5892.47,11538.92,6789.55,5814.31,672.48,469.49,505.87,744.24,1002.43,889.83,569.06,1000.45,641.96,326.14,792.05,1235.25,1.20096
2012-08-31,5903.73,11584.06,6819.49,5822.94,676.87,471.01,509.76,753.03,1013.19,893.75,573.81,1000.8,648.2,331.5,798.16,1230.62,1.20098
2012-09-03,5948.48,11565.24,6870.58,5868.14,680.12,471.01,512.21,760.52,1019.23,904.97,580.09,1010.16,654.76,332.9,806.72,1246.79,1.20082
2012-09-04,5883.63,11534.77,6829.21,5798.8,675.92,476.08,510.14,753.23,1012.16,904.28,576.29,995.98,643.41,329.73,792.9,1235.13,1.20112
2012-09-05,5934.75,11553.55,6839.31,5856.51,680.26,475.75,512.06,755.45,1013.72,907.99,579.51,1005.71,644.3,331.73,793.82,1236.46,1.20434
2012-09-06,6028.21,11613.27,6939.27,5950.9,688.48,486.07,522.12,773.9,1031.06,913.63,590.35,1023.23,661.84,344.77,822.37,1252.47,1.20491
2012-09-07,6045.23,11654.98,7010.52,5960.7,686.23,489.63,528.77,787.01,1037.28,913.45,595.26,1013.21,671.59,351.88,841.63,1228.49,1.20973
2012-09-10,6024.8,11697.71,7003.05,5937.64,686.29,489.76,529.27,794.97,1033.28,909.21,598.74,1005.82,668.76,352.54,845.96,1214.28,1.2080899999999999
2012-09-11,6022.1,11712.57,7011.79,5933.2,686.31,492.03,530.94,795.06,1034.24,910.6,595.27,1013.19,671.81,356.09,847.21,1219.96,1.2078
2012-09-12,6017.16,11766.64,7062.65,5920.18,688.38,494.4,536.48,797.48,1043.41,913.19,596.76,1006.57,675.52,360.46,845.18,1208.86,1.2086999999999999
2012-09-13,6038.72,11792.86,7082.54,5942.26,689.44,498.46,534.93,795.72,1042.97,915.73,597.33,1009.88,668.25,358.26,842.84,1214.81,1.21265
2012-09-14,6090.75,11879.33,7191.29,5987.22,691.69,502.94,543.87,825.58,1057.08,924.22,605.21,1004.04,687.97,368.58,881.48,1211.32,1.2168700000000001
2012-09-17,6082.19,11892.09,7164.94,5980.71,690.77,499.74,541.8,822.04,1054.46,924.84,604.12,1005.28,683.08,367.68,873.66,1212.1,1.21686
2012-09-18,6061.01,11846.19,7091.46,5966.41,687.41,500.7,538.32,812.79,1041.26,923.32,598.09,1007.24,675.95,360.42,867.72,1225.38,1.21172
2012-09-19,6085.95,11818.12,7091.1,5995.6,691.51,501.73,538.9,820.72,1038.93,927.54,601.39,1014.22,676.99,361.47,870.88,1231.55,1.21106
2012-09-20,6071.67,11858.75,7066.35,5982.0,691.0,498.73,536.52,818.58,1038.03,922.61,600.16,1015.81,675.04,358.08,861.44,1235.01,1.20935
2012-09-21,6111.62,11899.05,7089.89,6024.77,695.92,499.53,538.75,823.48,1040.32,922.9,603.92,1026.34,675.91,362.46,858.46,1233.17,1.21125
2012-09-24,6101.6,11876.96,7050.2,6018.66,703.3,499.39,536.43,815.28,1031.61,919.37,600.91,1028.87,670.02,359.86,848.32,1230.57,1.21024
2012-09-25,6112.79,11865.71,7050.4,6031.69,705.9,490.9,539.02,817.6,1032.59,925.92,603.16,1033.12,672.89,361.59,847.21,1238.61,1.21091
2012-09-26,6044.42,11787.1,6961.95,5965.02,703.19,488.7,530.38,799.85,1011.26,915.51,591.39,1023.7,658.75,349.49,828.88,1231.4,1.20945
2012-09-27,6052.98,11827.39,6988.09,5971.09,708.13,492.92,531.94,802.89,1016.39,919.91,589.98,1029.22,663.84,351.65,834.24,1229.13,1.20941
2012-09-28,6010.92,11801.96,6974.39,5924.44,710.85,489.45,530.22,804.43,1017.87,919.88,588.62,1017.82,653.75,346.4,829.24,1218.83,1.20849
2012-10-01,6111.71,11875.38,7066.26,6028.23,718.73,494.82,533.95,814.12,1033.36,925.58,593.39,1034.47,667.24,354.41,847.19,1233.34,1.20957
2012-10-02,6114.8,11915.85,7082.83,6029.25,723.59,494.72,535.57,815.12,1033.4,926.87,596.72,1030.37,667.51,353.08,840.34,1234.84,1.20975
2012-10-03,6103.79,11879.62,7062.35,6019.55,724.74,494.14,535.73,810.81,1026.66,928.81,597.09,1031.33,668.18,353.34,837.98,1235.97,1.21108
2012-10-04,6124.6,11886.61,7062.75,6043.53,728.35,497.77,538.68,813.59,1029.68,933.6,601.71,1034.19,669.58,354.97,830.84,1237.57,1.2112
2012-10-05,6162.58,11932.41,7094.53,6082.85,731.17,497.86,547.55,825.15,1039.34,942.82,606.47,1042.76,679.55,360.74,841.04,1245.46,1.21154
2012-10-08,6142.73,11939.53,7048.63,6065.91,728.97,495.61,544.21,818.1,1032.46,942.21,602.03,1037.53,671.63,355.63,833.13,1241.75,1.21051
2012-10-09,6136.37,11910.8,7025.75,6061.85,727.07,487.83,541.89,814.07,1026.05,936.44,599.93,1032.69,667.18,352.52,832.43,1231.83,1.21065
2012-10-10,6114.41,11900.1,6979.38,6042.69,720.58,486.36,537.26,803.35,1009.36,931.61,596.19,1025.74,662.93,350.83,826.29,1227.12,1.2104300000000001
2012-10-11,6138.99,11903.8,7021.98,6065.44,718.85,487.69,539.27,809.59,1011.8,932.97,599.73,1026.4,665.64,357.34,837.28,1231.58,1.20909
2012-10-12,6139.18,11897.35,7021.45,6065.79,720.26,485.85,540.6,808.69,1008.89,935.26,597.42,1024.18,660.24,356.19,828.17,1230.82,1.20928
2012-10-15,6178.03,11867.15,7028.6,6110.03,725.41,489.39,544.03,806.89,1011.21,938.7,599.18,1033.54,661.75,359.71,826.13,1237.95,1.20823
2012-10-16,6241.3,11855.37,7096.97,6174.24,731.53,493.38,553.05,815.94,1022.49,941.25,606.68,1047.65,670.04,370.11,838.47,1245.29,1.20878
2012-10-17,6254.77,11869.97,7126.38,6185.79,732.6,497.67,557.31,828.9,1023.53,941.94,611.22,1043.54,675.8,372.91,855.87,1245.36,1.21062
2012-10-18,6252.96,11837.17,7135.71,6182.74,732.3,496.95,556.48,830.02,1028.03,944.58,612.77,1047.49,681.38,373.79,862.65,1233.68,1.20885
2012-10-19,6227.95,11846.47,7100.86,6158.37,727.67,489.33,554.02,827.19,1027.64,944.71,611.18,1047.82,673.31,367.21,854.3,1234.67,1.20885
2012-10-22,6219.35,11850.83,7099.36,6148.58,724.47,488.18,556.68,824.93,1026.51,945.08,609.73,1041.9,674.04,367.92,849.56,1232.07,1.21014
2012-10-23,6112.81,11797.12,6995.07,6039.64,714.36,486.88,549.96,811.11,1014.58,936.8,602.81,1021.21,660.72,362.22,828.96,1214.47,1.21052
2012-10-24,6114.95,11852.73,7003.27,6040.53,717.3,485.34,551.17,815.17,1022.96,943.13,601.3,1020.17,664.15,362.19,833.12,1218.87,1.20964
2012-10-25,6097.45,11850.28,7000.46,6020.68,720.66,488.35,552.24,821.53,1021.15,949.44,607.95,1021.16,662.65,362.85,833.19,1224.53,1.21015
2012-10-26,6097.07,11862.54,7032.35,6015.9,724.76,487.34,550.75,819.49,1017.83,945.41,606.66,1023.27,663.95,361.63,837.89,1224.54,1.20946
2012-10-29,6093.86,11807.48,7011.78,6015.4,724.16,487.34,544.39,816.98,1018.72,944.18,607.07,1019.43,661.86,360.45,835.14,1223.73,1.20868
2012-10-30,6122.53,11811.67,7048.44,6043.67,727.43,487.34,545.08,815.12,1024.92,945.23,610.92,1024.1,666.17,365.47,844.81,1227.82,1.20828
2012-10-31,6088.61,11818.03,7018.32,6008.36,723.21,494.49,544.48,809.78,1018.37,940.91,610.08,1011.04,664.58,363.93,838.31,1217.72,1.20709
2012-11-01,6147.8,11798.89,7076.62,6069.28,729.09,501.02,547.59,814.85,1027.43,946.93,619.76,1016.36,674.51,370.23,849.76,1222.78,1.20553
2012-11-02,6185.15,11855.46,7112.57,6107.22,727.24,494.11,551.65,817.63,1032.53,955.7,621.12,1017.94,681.22,371.17,854.54,1230.51,1.20713
2012-11-05,6184.96,11784.04,7085.0,6111.29,724.59,498.58,548.0,817.52,1022.15,951.75,615.96,1016.76,676.46,367.36,846.89,1230.73,1.2071
2012-11-06,6219.25,11784.83,7120.3,6146.27,724.34,504.77,549.25,821.6,1029.33,955.67,618.78,1018.9,683.17,371.76,852.92,1236.57,1.20831
2012-11-07,6172.94,11766.98,7055.47,6101.45,716.34,492.95,544.29,813.78,1022.75,954.71,611.99,1004.85,673.1,364.33,836.49,1227.47,1.20625
2012-11-08,6182.5,11750.09,7037.6,6115.05,712.81,486.89,540.33,809.91,1020.42,953.74,609.66,1004.7,672.23,364.25,833.7,1231.04,1.20588
2012-11-09,6183.32,11729.45,7023.39,6118.06,711.54,486.0,536.89,805.86,1018.37,951.15,606.28,1013.05,673.37,360.46,832.77,1238.15,1.20587
2012-11-12,6162.68,11650.81,6977.97,6100.91,706.67,485.41,534.46,802.83,1014.98,944.89,605.83,1008.55,670.12,361.36,828.47,1237.94,1.20518
2012-11-13,6176.81,11627.39,6985.1,6116.52,704.39,483.32,533.96,798.68,1013.81,944.4,605.41,1012.4,672.19,366.43,829.23,1244.56,1.20425
2012-11-14,6136.15,11593.04,6955.9,6073.65,703.78,474.1,531.44,794.39,1008.27,941.25,604.38,1004.48,665.85,363.68,817.16,1235.06,1.20393
2012-11-15,6048.4,11501.9,6896.48,5980.81,693.94,472.6,527.64,786.56,1001.58,932.96,600.78,991.79,659.25,362.22,809.95,1221.24,1.20397
2012-11-16,5990.69,11431.83,6852.29,5920.53,686.08,474.52,521.84,777.84,996.57,930.67,595.33,984.11,654.18,354.95,799.16,1212.85,1.20475
2012-11-19,6111.56,11561.46,6993.96,6040.41,695.32,483.04,531.46,794.43,1010.78,942.09,605.51,995.93,668.75,367.22,820.12,1235.38,1.2043300000000001
2012-11-20,6095.8,11478.39,7002.84,6021.73,695.97,485.25,531.79,798.4,1015.41,946.13,609.55,998.1,673.61,366.96,826.06,1238.58,1.2046999999999999
2012-11-21,6116.75,11494.7,7012.86,6044.49,694.75,488.05,533.64,794.21,1015.45,948.26,611.11,1001.24,673.0,368.54,822.47,1239.33,1.20384
2012-11-22,6149.04,11506.78,7050.87,6076.69,701.72,488.05,537.99,801.22,1024.7,956.93,617.3,1007.62,677.66,371.38,829.62,1250.47,1.20456
2012-11-23,6181.63,11495.2,7087.38,6109.65,705.5,492.31,539.38,806.65,1029.81,959.68,619.33,1015.22,681.51,374.31,835.82,1256.01,1.20414
2012-11-26,6151.07,11496.53,7042.56,6080.24,703.51,495.8,537.13,802.52,1022.58,955.1,617.06,1009.1,677.76,370.54,833.09,1255.36,1.20387
2012-11-27,6176.98,11488.27,7067.13,6107.03,709.26,496.61,537.95,805.5,1029.09,955.79,619.37,1013.4,680.9,372.28,834.06,1262.89,1.20438
2012-11-28,6211.83,11504.45,7062.49,6147.85,710.03,499.03,536.52,802.81,1024.77,954.13,620.25,1018.56,681.7,371.59,832.09,1267.53,1.20351
2012-11-29,6273.78,11504.09,7103.59,6214.08,717.45,505.5,544.25,811.86,1033.42,960.01,627.93,1026.99,691.02,378.09,847.9,1273.6,1.2037499999999999
2012-11-30,6275.35,11570.97,7157.89,6208.07,716.39,505.05,545.38,809.79,1030.32,957.49,628.84,1021.53,692.31,378.54,847.7,1268.42,1.20532
2012-12-03,6289.91,11565.67,7169.19,6223.46,717.05,503.92,546.51,812.76,1030.6,956.55,630.64,1026.68,695.49,378.6,850.74,1271.87,1.20855
2012-12-04,6302.2,11593.58,7164.75,6238.04,717.44,506.34,547.44,811.94,1025.56,957.45,632.11,1029.43,696.05,380.82,847.26,1273.6,1.21298
2012-12-05,6305.55,11612.85,7194.96,6237.72,719.74,505.32,549.72,815.65,1028.12,958.17,634.98,1031.46,699.34,382.7,854.94,1271.56,1.21203
2012-12-06,6358.44,11598.52,7247.89,6292.01,726.63,505.94,551.72,824.97,1036.86,961.82,638.64,1039.29,704.61,384.86,866.61,1272.63,1.20952
2012-12-07,6370.83,11607.68,7257.37,6305.01,725.03,506.63,550.77,826.86,1040.94,965.66,641.29,1042.42,706.81,384.54,866.84,1276.21,1.20795
2012-12-10,6386.54,11624.78,7262.71,6322.33,726.0,511.91,548.42,825.65,1036.37,964.56,639.98,1049.18,706.89,381.87,870.58,1278.69,1.20759
2012-12-11,6410.86,11656.47,7268.79,6349.39,728.05,516.14,549.79,830.4,1040.31,970.18,643.24,1055.6,710.52,383.45,877.8,1278.91,1.21288
2012-12-12,6397.83,11662.9,7261.31,6335.25,729.6,512.45,551.48,835.67,1045.58,973.98,645.74,1053.02,710.0,385.27,881.5,1274.79,1.21097
2012-12-13,6362.37,11663.01,7226.04,6298.91,728.7,509.42,553.03,828.3,1045.54,973.35,644.67,1046.87,705.71,384.98,880.87,1269.9,1.20825
2012-12-14,6349.2,11678.07,7229.16,6283.12,728.91,510.02,554.09,836.13,1045.66,976.09,645.89,1044.92,707.99,384.64,886.07,1267.52,1.2081
2012-12-17,6346.16,11672.34,7231.93,6279.28,727.18,515.83,552.47,837.08,1045.74,980.77,647.06,1042.05,708.82,384.49,890.86,1261.36,1.2081
2012-12-18,6363.99,11722.7,7273.86,6293.89,731.43,524.8,555.91,845.2,1055.96,986.32,649.28,1043.32,713.71,387.15,899.47,1261.66,1.20811
2012-12-19,6394.35,11739.21,7300.55,6325.33,732.35,525.21,561.62,852.66,1066.2,996.84,655.68,1040.47,716.35,392.46,901.96,1262.05,1.2083
2012-12-20,6368.6,11723.75,7310.8,6294.28,734.54,528.11,560.93,851.16,1066.88,996.01,658.64,1038.9,716.48,392.95,899.64,1261.44,1.20757
2012-12-21,6344.62,11777.03,7258.0,6273.1,734.06,525.54,557.98,845.71,1062.92,994.21,654.06,1042.33,714.07,390.41,893.73,1258.51,1.20759
2012-12-24,6344.62,11777.03,7258.0,6273.1,733.47,524.27,558.85,846.27,1064.08,994.97,653.61,1041.98,713.29,390.54,895.21,1258.27,1.20728
2012-12-25,6344.62,11777.03,7258.0,6273.1,733.47,524.27,558.85,846.27,1064.08,994.97,653.61,1041.98,713.29,390.54,895.21,1258.27,1.2078
2012-12-26,6344.62,11777.03,7258.0,6273.1,733.47,520.69,558.85,846.27,1064.08,994.97,653.61,1041.98,713.29,390.54,895.21,1258.27,1.20774
2012-12-27,6324.04,11783.07,7266.24,6248.1,734.2,520.89,561.08,848.68,1064.84,992.97,654.14,1039.3,715.47,391.54,901.88,1255.04,1.20908
2012-12-28,6290.52,11837.93,7240.66,6212.2,733.18,518.74,558.19,847.75,1065.46,993.6,651.34,1032.03,708.92,387.63,896.03,1250.39,1.20756
2012-12-31,6290.52,11837.93,7240.66,6212.2,734.69,529.85,556.85,850.23,1068.32,999.35,652.78,1032.26,709.01,387.86,894.52,1249.91,1.20724
