,SPI Index,SPI19 Index,SMCI Index,SPI21 Index,M9EUHCSC Index,M9EUINSC Index,M9EUFNSC Index,M9EUMTSC Index,M9EUITSC Index,M9EUCSSC Index,M9EUCDSC Index,M9EUHCLC Index,M9EUINLC Index,M9EUFNLC Index,M9EUMTLC Index,M9EUCSLC Index,EURCHF Curncy
2013-01-01,6290.52,11837.93,7240.66,6212.2,734.69,529.85,556.85,850.23,1068.32,999.35,652.78,1032.26,709.01,387.86,894.52,1249.91,1.20782
2013-01-02,6290.52,11837.93,7240.66,6212.2,746.6,544.77,568.28,870.17,1082.59,1011.78,665.1,1042.25,726.8,399.5,924.66,1261.96,1.20975
2013-01-03,6470.37,11967.15,7406.9,6397.14,750.3,543.71,570.1,876.71,1094.21,1013.89,666.87,1052.35,730.66,400.86,921.96,1267.24,1.20889
2013-01-04,6507.68,11955.92,7476.19,6431.17,756.17,548.44,575.05,878.2,1100.47,1016.2,669.26,1061.99,733.08,403.0,919.77,1275.72,1.2084
2013-01-07,6502.07,11929.15,7482.55,6424.05,758.84,545.18,579.12,877.03,1108.78,1012.99,670.96,1055.0,729.17,405.79,913.68,1269.32,1.20874
2013-01-08,6521.6,11993.49,7496.84,6444.19,762.14,544.57,579.97,872.71,1100.2,1011.77,668.25,1062.96,725.45,405.55,909.49,1267.3,1.20894
2013-01-09,6589.71,12030.49,7558.1,6514.55,764.58,548.59,585.3,880.98,1109.7,1013.9,667.8,1066.97,729.08,412.07,913.21,1264.34,1.2086999999999999
2013-01-10,6583.62,12090.34,7571.92,6505.11,765.0,548.86,585.97,879.94,1115.49,1012.59,668.64,1062.66,728.84,413.53,910.74,1262.74,1.21148
2013-01-11,6619.71,12114.45,7579.74,6545.66,762.16,548.34,586.43,875.96,1119.96,1010.5,674.07,1069.87,731.53,416.34,904.66,1265.16,1.21899
2013-01-14,6634.68,12143.83,7602.14,6559.74,763.27,546.14,586.13,873.72,1114.58,1009.38,674.45,1067.91,729.22,417.35,905.84,1262.02,1.22645
2013-01-15,6690.79,12171.17,7612.15,6623.18,759.03,548.33,585.67,870.72,1107.2,1008.74,675.5,1069.62,727.16,415.12,903.67,1276.1,1.23956
2013-01-16,6715.43,12078.92,7588.52,6655.71,760.54,546.67,584.98,869.87,1109.32,1012.59,674.66,1075.06,730.32,413.55,900.73,1280.49,1.2376
2013-01-17,6826.12,12197.44,7694.83,6768.65,769.65,553.77,590.11,878.07,1122.02,1021.07,681.02,1087.44,736.88,417.1,905.0,1288.5,1.2484
2013-01-18,6777.89,12175.62,7686.75,6714.04,772.14,556.3,592.07,882.39,1129.08,1026.27,686.03,1078.67,735.19,417.26,904.92,1292.69,1.24433
2013-01-21,6751.27,12148.84,7659.33,6687.12,771.1,556.3,594.13,889.39,1130.78,1031.57,686.26,1082.32,739.27,418.96,914.77,1294.95,1.24195
2013-01-22,6710.38,12190.12,7612.96,6645.6,773.99,558.95,592.98,887.57,1126.92,1030.97,684.73,1077.8,740.94,416.11,910.6,1295.93,1.23658
2013-01-23,6794.09,12250.74,7638.25,6738.68,782.22,557.46,592.05,889.17,1140.18,1033.16,682.62,1095.05,741.24,413.49,909.87,1306.81,1.23691
2013-01-24,6849.77,12244.91,7674.87,6798.33,784.94,564.87,597.05,887.19,1139.2,1035.59,688.08,1101.2,739.82,419.82,920.57,1310.09,1.24214
2013-01-25,6854.89,12325.84,7708.56,6799.02,786.83,567.07,598.72,889.55,1144.15,1039.27,692.77,1105.19,744.52,421.78,921.76,1319.67,1.24696
2013-01-28,6876.58,12384.59,7702.69,6824.44,784.71,567.12,600.42,890.06,1145.77,1043.49,692.53,1104.22,746.18,424.25,917.1,1321.63,1.24668
2013-01-29,6848.51,12384.98,7633.03,6801.26,778.67,570.03,598.29,885.89,1132.97,1039.39,690.57,1101.86,746.4,423.2,926.71,1331.66,1.24283
2013-01-30,6789.27,12336.0,7598.2,6737.73,778.9,562.53,595.1,878.98,1128.09,1040.03,689.23,1099.53,742.67,422.26,919.06,1324.7,1.23598
2013-01-31,6789.4,12339.41,7583.31,6739.85,777.05,562.79,593.64,876.71,1121.53,1038.4,688.52,1094.49,735.99,420.57,917.42,1313.32,1.2343899999999999
2013-02-01,6824.36,12368.7,7678.59,6767.3,786.01,568.83,599.19,892.78,1146.44,1053.46,700.19,1100.17,742.07,421.13,934.39,1326.58,1.23886
2013-02-04,6775.12,12367.1,7641.66,6715.21,781.88,559.66,591.06,879.76,1137.87,1043.99,690.22,1091.43,726.34,408.34,912.7,1309.97,1.23162
2013-02-05,6811.08,12316.71,7670.0,6753.52,785.71,565.06,594.12,883.52,1138.05,1045.05,691.52,1097.88,730.75,414.22,913.06,1315.44,1.23322
2013-02-06,6835.2,12429.42,7683.29,6778.69,786.93,565.94,595.83,889.83,1147.02,1049.81,697.16,1093.37,729.47,411.61,912.37,1315.09,1.22968
2013-02-07,6755.55,12469.98,7648.87,6690.66,784.35,564.12,592.51,890.85,1141.28,1044.56,701.31,1080.4,726.86,406.81,908.33,1305.91,1.22939
2013-02-08,6809.23,12433.37,7708.37,6745.19,788.85,566.45,597.06,891.89,1147.7,1053.78,710.68,1091.14,730.58,414.7,912.31,1312.36,1.22649
2013-02-11,6818.34,12448.5,7714.0,6754.86,788.95,566.97,596.52,894.12,1146.91,1058.21,707.54,1083.19,728.37,414.43,913.36,1314.07,1.23169
2013-02-12,6832.97,12451.14,7717.07,6771.37,793.93,569.81,603.73,897.73,1154.22,1067.68,712.21,1088.32,729.78,422.43,912.18,1324.46,1.23353
2013-02-13,6886.97,12500.37,7799.26,6822.47,802.19,573.27,606.87,910.56,1171.47,1068.3,718.57,1094.01,737.69,422.04,928.78,1331.99,1.23423
2013-02-14,6890.52,12509.03,7828.93,6822.52,797.99,573.83,603.49,904.67,1166.62,1057.53,716.06,1090.59,740.86,419.91,924.75,1332.34,1.232
2013-02-15,6907.21,12521.67,7851.95,6838.65,801.31,575.29,603.88,904.67,1175.35,1064.53,719.18,1093.09,740.02,417.42,922.82,1332.17,1.23166
2013-02-18,6903.35,12573.87,7844.51,6834.72,802.35,575.29,602.81,901.0,1169.96,1062.91,716.87,1095.29,739.3,418.06,919.41,1328.55,1.23296
2013-02-19,6973.51,12601.4,7896.56,6908.79,808.55,582.41,610.31,911.91,1179.94,1077.29,727.63,1111.42,749.39,423.13,929.6,1350.5,1.23484
2013-02-20,7009.31,12687.56,7895.98,6949.6,811.61,570.06,611.35,911.7,1183.27,1086.6,727.74,1118.39,750.16,421.06,920.08,1361.56,1.23287
2013-02-21,6904.09,12566.85,7816.56,6839.4,808.7,564.73,602.51,893.89,1163.92,1075.77,716.12,1098.5,740.48,410.59,898.08,1347.01,1.22979
2013-02-22,6946.87,12588.44,7858.81,6883.11,814.01,572.42,606.24,901.63,1177.07,1081.19,721.51,1113.62,751.42,415.56,906.22,1359.01,1.2263
2013-02-25,6979.02,12595.22,7867.88,6919.08,814.07,558.72,606.91,901.62,1178.62,1083.96,721.23,1121.68,751.53,418.11,917.53,1359.72,1.2262
2013-02-26,6895.03,12582.46,7790.9,6832.19,805.09,560.73,595.79,895.21,1165.72,1075.16,712.42,1103.18,737.53,404.51,902.95,1346.69,1.21693
2013-02-27,6930.18,12662.68,7860.08,6862.89,809.97,568.9,597.67,902.91,1181.33,1084.45,717.86,1105.94,748.39,410.98,911.1,1352.18,1.22091
2013-02-28,7024.53,12702.35,7927.08,6962.91,814.82,569.8,601.04,906.03,1182.38,1096.07,723.07,1120.64,755.6,414.15,913.24,1367.76,1.22179
2013-03-01,7027.07,12676.02,7901.89,6969.5,818.03,570.54,598.98,900.23,1180.45,1092.28,724.84,1124.99,754.24,410.38,904.25,1373.18,1.22799
2013-03-04,7013.86,12619.2,7879.29,6957.73,815.53,569.35,597.62,888.44,1172.99,1080.59,719.33,1129.88,752.46,406.89,892.59,1378.09,1.2247
2013-03-05,7129.89,12674.18,8000.65,7075.42,820.17,577.42,607.01,901.43,1193.36,1086.05,731.55,1145.47,766.04,415.97,916.23,1392.28,1.22796
2013-03-06,7111.85,12723.69,7974.09,7057.65,818.02,578.47,606.41,899.7,1192.96,1081.97,733.63,1142.02,766.71,413.67,910.61,1387.57,1.23071
2013-03-07,7156.98,12772.89,7997.15,7106.46,820.08,579.25,608.86,899.71,1192.34,1081.18,735.08,1137.87,769.31,414.34,913.45,1397.58,1.23565
2013-03-08,7186.87,12785.11,8017.83,7138.24,821.12,585.59,614.26,905.66,1196.3,1080.61,735.41,1140.01,775.0,423.34,915.7,1407.63,1.23723
2013-03-11,7196.89,12791.53,8007.01,7151.28,822.6,585.57,612.79,904.15,1193.56,1080.65,735.89,1140.2,773.98,421.54,920.72,1415.09,1.23637
2013-03-12,7233.69,12793.03,8019.75,7192.25,827.4,583.37,611.59,908.07,1198.27,1083.51,736.94,1142.94,774.31,420.72,923.26,1416.5,1.23352
2013-03-13,7214.02,12784.24,7994.38,7172.95,831.46,588.6,611.14,906.37,1188.6,1075.46,735.05,1139.81,775.13,419.63,919.72,1411.2,1.23431
2013-03-14,7272.24,12847.46,8070.28,7229.64,838.92,595.02,617.43,911.23,1199.43,1085.62,743.27,1146.7,780.93,426.79,924.96,1420.5,1.23122
2013-03-15,7290.42,12853.56,8074.37,7250.13,847.53,595.01,615.22,910.08,1204.22,1089.33,742.36,1148.81,778.18,424.0,922.24,1417.21,1.22733
2013-03-18,7260.02,12807.92,8053.56,7218.09,843.42,592.72,614.35,906.14,1197.13,1092.85,742.55,1143.55,777.4,417.19,915.31,1417.16,1.2251
2013-03-19,7220.4,12821.04,8000.41,7179.21,842.23,591.32,606.68,900.24,1190.47,1090.5,738.15,1150.58,773.43,409.28,895.64,1417.9,1.22074
2013-03-20,7270.71,12885.61,8046.35,7230.79,843.48,597.52,608.19,901.6,1192.61,1086.62,744.8,1161.57,777.08,412.76,896.83,1422.02,1.22123
2013-03-21,7197.51,12863.44,7980.44,7154.97,841.52,590.39,606.91,897.04,1182.39,1081.52,740.29,1155.03,769.0,408.14,886.08,1410.53,1.22208
2013-03-22,7173.96,12823.73,7916.76,7136.66,841.51,592.43,605.72,890.36,1176.74,1086.81,738.68,1156.26,767.74,406.49,877.38,1413.89,1.22186
2013-03-25,7188.17,12792.7,7916.18,7153.51,841.17,591.02,602.76,887.57,1177.7,1091.41,738.24,1160.13,768.03,399.3,869.52,1416.35,1.22018
2013-03-26,7225.81,12815.26,7947.1,7192.8,843.34,592.92,600.48,891.23,1178.4,1088.16,741.82,1166.84,768.18,399.42,873.45,1418.16,1.2196
2013-03-27,7209.15,12722.83,7928.81,7176.78,838.7,591.63,592.6,883.54,1169.63,1081.48,737.52,1165.14,762.02,395.84,868.12,1416.55,1.21818
2013-03-28,7243.46,12812.52,7998.61,7206.32,841.88,590.91,595.58,881.22,1176.25,1086.0,741.0,1175.35,763.8,396.69,864.61,1430.9,1.21652
2013-03-29,7243.46,12812.52,7998.61,7206.32,841.88,590.91,595.58,881.22,1176.25,1086.0,741.0,1175.35,763.8,396.69,864.61,1430.9,1.2168700000000001
2013-04-01,7243.46,12812.52,7998.61,7206.32,841.88,581.93,595.58,881.22,1176.25,1086.0,741.0,1175.35,763.8,396.69,864.61,1430.9,1.21643
2013-04-02,7317.05,12856.69,8037.33,7286.08,849.54,575.58,599.58,885.26,1180.54,1091.89,747.76,1190.24,774.13,405.57,869.65,1450.86,1.217
2013-04-03,7294.58,12853.31,8008.94,7263.88,845.21,565.73,596.97,874.78,1173.91,1091.22,742.21,1188.38,764.01,398.92,858.19,1442.93,1.21412
2013-04-04,7194.69,12790.04,7927.34,7159.58,837.45,568.4,593.3,860.77,1157.56,1084.59,732.05,1176.53,753.64,394.93,851.47,1425.34,1.21671
2013-04-05,7083.2,12689.55,7799.84,7048.41,819.14,566.05,584.03,848.61,1134.02,1069.39,715.13,1157.3,741.06,390.95,833.83,1399.12,1.21433
2013-04-08,7146.83,12671.75,7801.34,7122.25,824.61,571.33,583.15,847.0,1133.13,1072.29,715.77,1173.01,740.15,388.24,835.88,1412.35,1.21559
2013-04-09,7114.69,12695.7,7791.66,7086.03,823.81,567.15,589.31,849.74,1136.33,1071.83,718.39,1171.44,739.88,392.16,851.47,1399.22,1.21966
2013-04-10,7228.6,12780.49,7957.34,7194.97,834.16,578.39,602.68,866.11,1150.75,1083.23,731.03,1183.55,755.68,404.32,859.76,1419.52,1.21842
2013-04-11,7268.06,12722.88,8007.81,7234.43,841.76,577.13,607.71,864.92,1164.58,1091.85,743.51,1192.58,760.98,407.1,859.44,1422.91,1.22003
2013-04-12,7228.31,12717.36,7969.27,7193.58,841.22,573.93,606.71,856.6,1151.44,1086.18,740.98,1185.68,750.65,400.43,846.12,1418.19,1.21612
2013-04-15,7259.34,12718.39,7910.54,7237.69,840.73,550.75,601.62,836.72,1137.69,1081.26,732.73,1210.51,741.04,398.42,826.11,1407.91,1.2169
2013-04-16,7225.23,12675.02,7890.63,7201.17,829.59,561.23,600.37,838.19,1131.52,1077.59,727.47,1197.72,737.62,397.04,828.08,1399.19,1.21561
2013-04-17,7061.89,12543.67,7753.05,7031.37,811.15,550.17,595.08,825.69,1119.18,1064.65,720.49,1176.03,724.75,389.2,805.84,1383.44,1.2145299999999999
2013-04-18,7097.56,12489.55,7748.27,7073.97,813.12,545.44,594.45,822.8,1114.36,1061.19,721.34,1190.88,723.56,385.54,805.92,1386.16,1.21633
2013-04-19,7139.1,12572.29,7810.05,7113.04,817.42,549.63,598.27,829.07,1108.56,1069.44,728.05,1192.48,723.92,390.49,811.37,1397.92,1.21865
2013-04-22,7129.85,12559.76,7806.68,7102.87,817.17,550.8,601.04,828.78,1107.04,1074.25,728.53,1189.34,718.75,393.55,805.2,1396.11,1.22035
2013-04-23,7302.9,12648.04,7950.97,7283.34,829.87,558.36,611.57,840.22,1130.12,1087.85,745.98,1215.77,742.14,406.69,819.11,1426.14,1.227
2013-04-24,7359.24,12661.49,8027.73,7338.19,830.38,562.61,613.9,851.86,1142.29,1087.67,749.79,1222.9,750.9,410.64,833.16,1422.62,1.23237
2013-04-25,7405.06,12651.54,8085.64,7383.6,834.05,566.68,619.73,864.68,1151.28,1087.75,754.89,1220.08,756.65,411.94,843.64,1412.27,1.23021
2013-04-26,7367.47,12697.55,8074.47,7341.08,834.86,561.18,617.78,856.16,1145.57,1086.82,752.44,1216.82,752.68,411.29,837.87,1402.31,1.22761
2013-04-29,7417.43,12727.7,8105.0,7394.65,838.26,565.32,621.15,858.51,1147.34,1092.64,758.02,1221.89,752.92,415.77,840.47,1416.03,1.22767
2013-04-30,7424.88,12790.5,8119.27,7400.8,838.23,567.09,621.17,857.53,1146.63,1095.56,754.1,1215.77,748.35,416.23,833.32,1411.46,1.2248
2013-05-01,7424.88,12790.5,8119.27,7400.8,838.99,549.17,622.96,857.08,1152.63,1099.26,757.43,1214.27,749.07,417.2,831.78,1414.95,1.22271
2013-05-02,7420.15,12762.45,8103.54,7397.69,837.5,559.72,624.51,855.64,1142.85,1104.4,757.65,1213.98,747.02,418.89,835.54,1417.95,1.2215
2013-05-03,7461.21,12795.19,8173.25,7435.59,844.32,572.94,632.93,865.19,1148.32,1109.53,765.02,1219.33,756.47,423.74,857.47,1418.73,1.2266
2013-05-06,7458.23,12778.81,8193.17,7429.58,843.47,576.92,633.2,866.34,1149.2,1109.69,767.25,1217.66,755.5,423.4,857.93,1419.19,1.22702
2013-05-07,7504.83,12851.4,8239.59,7476.71,847.01,583.55,638.59,875.15,1156.16,1105.9,766.68,1220.84,752.94,431.55,866.48,1418.99,1.23037
2013-05-08,7606.27,12942.4,8327.68,7581.67,852.12,587.06,642.92,882.76,1167.19,1113.17,775.36,1234.84,763.08,432.06,873.06,1431.73,1.2305
2013-05-09,7606.27,12942.4,8327.68,7581.67,855.77,585.38,643.83,881.81,1175.71,1108.75,780.32,1229.65,766.32,431.19,876.04,1427.67,1.23356
2013-05-10,7684.72,13016.02,8392.73,7663.22,858.51,590.51,645.43,880.65,1182.83,1108.95,785.32,1248.06,770.17,432.58,870.09,1436.01,1.24317
2013-05-13,7656.9,12947.72,8373.48,7634.16,860.47,587.77,646.19,878.81,1183.99,1110.2,782.44,1249.6,769.93,428.63,868.88,1440.21,1.24346
2013-05-14,7693.05,12961.52,8405.97,7671.58,867.59,596.73,648.56,876.35,1190.65,1108.06,785.08,1254.95,776.51,431.65,866.93,1450.48,1.2478
2013-05-15,7800.96,13058.11,8449.89,7789.95,872.24,601.69,655.63,882.28,1195.29,1111.28,794.97,1268.24,779.74,436.72,861.05,1456.76,1.24495
2013-05-16,7755.07,12981.14,8433.27,7739.65,872.46,598.2,656.13,881.85,1204.31,1104.22,805.85,1260.44,779.38,436.59,861.8,1447.02,1.24025
2013-05-17,7776.41,13017.21,8424.31,7765.29,868.16,605.3,661.86,882.25,1208.81,1106.04,814.98,1257.4,780.06,441.94,867.26,1444.35,1.24843
2013-05-20,7776.41,13017.21,8424.31,7765.29,869.51,606.5,660.73,883.39,1214.5,1109.8,817.22,1259.34,783.05,443.35,864.49,1449.77,1.2439
2013-05-21,7810.32,13048.79,8448.76,7801.03,872.08,606.73,659.78,892.26,1217.27,1116.86,820.32,1270.3,790.15,440.7,877.71,1450.83,1.2500499999999999
2013-05-22,7889.83,13144.71,8504.45,7884.87,874.46,599.15,660.07,896.75,1216.29,1121.7,818.47,1293.15,796.57,444.09,882.79,1458.63,1.26156
2013-05-23,7673.63,13002.3,8321.21,7660.15,859.79,599.85,641.71,876.95,1194.21,1105.23,802.55,1265.05,779.09,430.31,860.94,1435.6,1.2515399999999999
2013-05-24,7674.59,13006.04,8328.87,7660.19,862.87,599.71,639.9,874.56,1188.66,1108.72,797.11,1266.75,780.26,425.75,856.08,1434.55,1.24325
2013-05-27,7668.68,12987.52,8325.78,7653.91,865.07,599.71,642.87,879.22,1194.29,1112.2,800.97,1268.77,784.0,429.17,859.73,1436.19,1.24677
2013-05-28,7732.69,13068.93,8446.66,7711.11,875.55,609.4,649.22,891.91,1218.13,1124.21,814.23,1281.95,793.64,437.7,865.82,1450.26,1.2539
2013-05-29,7561.44,12993.42,8319.97,7530.29,865.06,602.47,639.96,880.07,1205.71,1110.28,800.07,1244.7,783.76,430.95,858.46,1416.98,1.24521
2013-05-30,7553.89,12963.76,8319.55,7521.86,870.89,605.61,636.4,882.51,1215.38,1108.54,805.15,1242.93,789.75,435.51,865.98,1414.07,1.24589
2013-05-31,7495.05,12960.84,8319.49,7453.67,872.29,601.27,632.97,877.27,1213.75,1100.39,803.35,1228.05,781.53,432.44,855.93,1392.67,1.2414
2013-06-03,7344.96,12800.9,8208.77,7295.98,862.01,605.46,625.48,868.95,1204.14,1090.15,795.6,1207.72,776.5,427.94,857.04,1378.12,1.23669
2013-06-04,7428.5,12869.1,8254.63,7386.06,868.3,599.32,628.39,866.53,1206.39,1087.33,800.53,1212.75,775.17,432.21,852.1,1393.7,1.2399499999999999
2013-06-05,7313.12,12774.47,8153.15,7266.79,858.98,590.56,617.0,854.72,1192.73,1077.97,790.13,1197.25,765.3,423.57,833.41,1362.95,1.23276
2013-06-06,7202.68,12712.96,8052.07,7152.92,854.75,594.8,607.52,847.24,1186.96,1068.54,783.96,1181.49,758.02,414.54,820.85,1353.15,1.23118
2013-06-07,7344.99,12774.89,8158.27,7303.05,859.28,600.2,612.78,853.14,1193.21,1077.85,793.88,1202.05,765.42,423.14,831.33,1371.31,1.23725
2013-06-10,7353.8,12799.46,8195.78,7308.0,864.07,602.27,611.25,850.39,1192.7,1070.94,799.03,1208.13,768.85,420.23,828.0,1368.21,1.23796
2013-06-11,7244.22,12693.27,8085.52,7196.74,852.13,595.64,598.78,836.96,1174.48,1057.18,788.21,1198.54,759.28,413.97,813.63,1352.36,1.23106
2013-06-12,7228.63,12678.99,8076.46,7180.02,854.79,591.21,595.64,836.04,1166.17,1062.21,786.38,1202.75,755.52,409.6,807.62,1352.6,1.22784
2013-06-13,7201.59,12615.6,8048.94,7152.94,848.51,600.76,593.96,835.21,1160.29,1069.87,778.21,1196.56,750.69,410.7,811.96,1348.58,1.23035
2013-06-14,7211.34,12601.55,8069.35,7161.62,854.0,593.56,598.8,846.99,1170.28,1069.53,789.42,1194.0,751.87,411.27,818.72,1347.4,1.22928
2013-06-17,7295.05,12615.88,8125.79,7250.94,859.41,598.35,602.71,849.03,1176.51,1080.96,796.25,1207.98,758.1,413.84,821.18,1360.0,1.23455
2013-06-18,7274.91,12612.03,8156.71,7223.45,863.04,608.75,605.0,854.19,1183.81,1082.87,799.65,1201.11,760.72,417.27,823.82,1357.43,1.23243
2013-06-19,7303.25,12615.79,8190.84,7251.68,863.31,599.56,601.83,853.12,1186.31,1079.72,801.77,1198.68,756.46,413.42,819.15,1364.79,1.23197
2013-06-20,7088.59,12492.45,7980.6,7032.22,845.24,585.95,585.83,826.18,1162.06,1053.35,783.63,1158.82,737.45,399.18,787.6,1315.29,1.22822
2013-06-21,7023.76,12733.75,7937.09,6960.77,841.29,588.56,580.22,817.94,1144.89,1047.75,771.83,1151.46,728.82,393.48,779.11,1312.54,1.22605
2013-06-24,6861.36,12457.1,7751.26,6799.99,823.91,577.66,569.01,795.36,1120.15,1027.65,752.04,1129.71,713.96,388.35,761.22,1288.63,1.22362
2013-06-25,6997.95,12488.7,7886.24,6939.91,833.33,582.6,574.76,808.06,1131.75,1036.67,766.41,1142.35,725.95,394.48,772.78,1304.41,1.22864
2013-06-26,7134.1,12558.99,7968.85,7086.13,848.45,582.4,583.39,815.47,1143.11,1048.37,779.34,1174.17,734.39,402.48,774.74,1323.87,1.2263
2013-06-27,7238.1,12588.88,8048.85,7195.73,862.59,594.92,586.61,829.1,1161.88,1067.27,792.78,1195.88,741.1,403.41,778.34,1341.79,1.2321
2013-06-28,7247.62,12651.13,8045.14,7206.74,859.75,591.62,587.28,825.88,1156.23,1070.92,794.72,1192.06,735.24,400.54,775.72,1334.93,1.22916
2013-07-01,7305.01,12645.77,8132.85,7261.46,867.76,602.25,589.62,833.63,1166.31,1079.24,808.96,1197.66,746.16,407.27,783.05,1350.36,1.23537
2013-07-02,7300.96,12709.62,8149.71,7253.89,863.0,600.43,592.24,830.79,1161.4,1084.11,806.62,1195.05,743.49,404.89,778.33,1346.72,1.23598
2013-07-03,7251.28,12684.89,8130.29,7199.07,857.78,602.08,587.27,821.13,1158.49,1077.63,805.22,1185.41,734.61,399.59,766.54,1330.12,1.23142
2013-07-04,7393.11,12789.67,8242.17,7347.57,867.5,602.08,600.63,838.82,1179.85,1092.49,825.66,1214.92,751.11,413.83,787.58,1366.34,1.23568
2013-07-05,7348.32,12827.69,8207.8,7299.91,864.67,612.82,599.52,830.79,1170.86,1089.12,827.09,1203.97,742.25,409.48,763.02,1354.56,1.2366
2013-07-08,7427.5,12880.66,8308.5,7377.65,874.5,613.96,607.79,842.51,1187.23,1098.51,837.19,1219.47,755.07,416.94,774.71,1369.89,1.2395100000000001
2013-07-09,7503.66,12916.57,8392.21,7454.35,881.21,622.1,613.64,854.69,1196.7,1106.96,842.39,1227.41,761.66,419.61,788.81,1378.81,1.2442
2013-07-10,7524.66,12952.09,8393.43,7478.26,881.52,623.25,611.5,851.73,1189.8,1108.28,841.11,1231.14,762.17,418.67,784.66,1378.5,1.24228
2013-07-11,7540.26,13053.42,8425.79,7491.07,883.8,632.13,614.91,864.54,1199.42,1107.54,846.25,1228.43,768.65,419.95,805.57,1388.73,1.23781
2013-07-12,7536.26,13023.39,8428.16,7486.36,886.77,631.61,614.45,867.21,1205.42,1102.45,850.51,1232.12,764.78,419.77,799.65,1378.45,1.23675
2013-07-15,7552.42,13030.76,8459.22,7500.83,887.9,633.68,618.12,866.64,1207.81,1107.88,855.23,1231.42,767.39,423.83,802.29,1387.82,1.24007
2013-07-16,7490.92,12964.49,8402.18,7437.78,884.55,629.7,615.18,866.31,1205.92,1103.75,846.86,1215.98,767.55,419.85,803.05,1378.8,1.2373
2013-07-17,7488.74,12994.05,8402.0,7435.01,884.55,631.04,615.6,868.32,1209.64,1102.03,851.39,1218.46,772.55,422.3,811.46,1378.8,1.23461
2013-07-18,7497.71,13016.85,8469.24,7436.04,892.88,637.95,623.31,872.04,1218.26,1109.93,864.43,1223.08,778.99,430.35,814.78,1380.89,1.23797
2013-07-19,7495.08,13018.67,8461.09,7434.09,890.32,640.23,622.77,864.84,1219.93,1108.57,864.97,1215.04,780.84,431.52,814.43,1378.54,1.23674
2013-07-22,7493.06,13036.32,8436.37,7434.97,890.59,640.86,623.99,867.82,1221.67,1111.91,864.0,1210.58,778.99,433.42,813.07,1377.2,1.23443
2013-07-23,7459.76,13031.12,8371.12,7405.25,891.76,638.74,623.35,870.57,1213.07,1110.67,861.31,1205.11,778.47,432.87,821.99,1368.03,1.23727
2013-07-24,7479.33,13040.92,8366.32,7428.54,895.53,635.21,625.23,872.93,1221.2,1109.99,866.68,1210.09,786.04,437.43,822.08,1373.97,1.23713
2013-07-25,7427.8,12997.08,8327.59,7374.38,891.98,640.89,623.93,864.26,1218.82,1108.96,866.86,1208.28,779.72,437.92,807.95,1359.75,1.23559
2013-07-26,7369.05,12956.15,8308.48,7309.12,891.65,637.13,623.35,862.03,1214.73,1104.01,861.93,1201.03,778.59,436.74,806.33,1349.67,1.23273
2013-07-29,7384.53,12949.74,8325.44,7324.83,896.96,631.07,622.55,867.71,1215.69,1104.23,864.64,1207.74,777.48,435.64,809.88,1355.81,1.23483
2013-07-30,7388.64,12892.68,8399.71,7319.97,901.38,632.91,626.71,875.97,1232.55,1108.88,873.35,1205.28,781.18,436.0,810.71,1362.39,1.23321
2013-07-31,7398.59,12852.72,8409.13,7330.59,900.8,634.15,626.64,876.72,1233.65,1113.0,875.98,1209.88,785.79,437.23,807.7,1381.38,1.23261
2013-08-01,7398.59,12852.72,8409.13,7330.59,906.2,646.12,638.68,887.65,1243.05,1124.36,886.65,1213.02,797.95,445.38,822.29,1397.06,1.23685
2013-08-02,7528.9,12986.5,8516.57,7466.07,905.93,646.23,638.98,890.41,1244.65,1124.66,891.74,1215.96,796.13,446.79,821.3,1403.04,1.23419
2013-08-05,7548.46,13035.64,8569.66,7481.11,914.09,647.93,641.85,894.72,1258.54,1129.87,901.57,1216.9,796.17,444.26,820.02,1404.12,1.23189
2013-08-06,7562.68,13005.28,8588.29,7495.34,915.03,640.3,638.83,882.37,1252.99,1132.82,899.51,1217.16,794.37,440.95,805.04,1407.13,1.23127
2013-08-07,7543.18,12999.37,8570.32,7475.21,912.46,635.62,635.98,882.79,1251.47,1128.64,891.26,1213.51,792.08,440.94,797.92,1388.3,1.22866
2013-08-08,7531.24,13039.68,8609.6,7455.62,917.69,641.53,640.25,896.58,1260.68,1137.55,897.86,1212.29,794.89,445.81,810.4,1384.88,1.23085
2013-08-09,7553.74,13056.77,8650.73,7475.99,920.03,640.23,642.04,910.83,1270.41,1138.93,896.21,1217.08,800.31,448.9,828.9,1385.88,1.23053
