,SPI Index,SPI19 Index,SMCI Index,SPI21 Index,MXEU0MT Index,MXEU0CS Index,MXEU0IN Index,MXEU0CD Index,MXEU0HC Index,MXEU0FN Index,EURCHF Curncy
1997-01-13,2549.31,2476.31,2358.25,2602.34,94.43,58.79,85.16,76.61,55.58,55.19,
1997-01-14,2555.41,2492.0,2362.6,2608.46,94.78,59.47,85.34,77.61,56.05,55.99,
1997-01-15,2551.75,2499.25,2362.12,2603.63,95.09,59.35,85.37,77.5,56.01,56.13,
1997-01-16,2568.85,2518.9,2383.29,2619.77,95.11,59.52,85.89,78.14,56.27,56.76,
1997-01-17,2579.16,2529.47,2389.8,2630.94,95.5,59.82,85.81,78.74,56.51,56.92,
1997-01-20,2574.67,2538.43,2386.91,2625.53,95.33,59.72,86.02,78.36,56.36,56.85,
1997-01-21,2581.59,2533.18,2403.12,2630.89,94.95,59.48,86.07,77.95,56.35,56.69,
1997-01-22,2638.67,2552.26,2423.68,2697.86,96.1,59.79,86.82,78.6,57.65,57.38,
1997-01-23,2660.09,2541.7,2434.23,2723.07,96.54,59.79,87.62,79.29,58.86,58.09,
1997-01-24,2639.55,2537.78,2434.57,2697.13,95.81,58.8,86.83,78.52,58.14,57.65,
1997-01-27,2642.51,2539.85,2431.45,2701.49,95.66,58.71,86.94,78.53,58.52,57.52,
1997-01-28,2676.67,2544.87,2442.69,2742.07,96.03,59.28,87.37,79.33,59.02,57.78,
1997-01-29,2666.63,2546.23,2440.09,2729.88,96.03,58.97,86.95,78.8,58.69,57.47,
1997-01-30,2689.38,2566.86,2448.29,2756.04,95.9,59.35,87.34,79.1,59.4,58.06,
1997-01-31,2728.33,2579.38,2458.79,2802.56,96.39,59.46,88.13,79.4,60.79,58.61,
1997-02-03,2737.26,2576.29,2465.72,2812.45,96.1,59.3,88.33,79.53,60.59,58.6,
1997-02-04,2742.78,2580.59,2464.22,2819.59,96.29,59.34,88.32,79.42,60.4,58.66,
1997-02-05,2750.03,2589.14,2470.42,2827.03,97.22,59.86,88.51,79.94,60.32,59.22,
1997-02-06,2753.39,2587.45,2480.86,2829.04,97.33,59.58,88.42,79.85,60.16,59.4,
1997-02-07,2783.25,2608.67,2511.54,2859.17,98.23,60.1,89.42,80.56,60.84,60.34,
1997-02-10,2796.13,2598.78,2514.88,2875.12,98.88,60.23,89.79,80.66,61.34,60.54,
1997-02-11,2808.04,2597.41,2521.84,2888.71,99.1,60.81,89.28,80.41,61.79,60.48,
1997-02-12,2826.29,2596.47,2525.05,2911.13,99.48,61.38,89.52,80.66,61.73,60.64,
1997-02-13,2824.34,2600.79,2527.27,2908.0,99.76,61.79,90.03,81.06,62.19,60.85,
1997-02-14,2839.43,2621.95,2532.0,2925.18,99.88,62.37,89.94,81.3,62.71,61.24,
1997-02-17,2866.19,2628.91,2541.2,2956.72,100.19,63.07,89.67,81.17,62.78,61.45,
1997-02-18,2853.98,2641.45,2538.46,2941.37,100.49,62.86,89.99,81.22,62.56,61.65,
1997-02-19,2870.95,2644.13,2538.25,2962.79,100.05,62.85,90.25,81.22,63.51,61.57,
1997-02-20,2875.19,2646.2,2552.83,2964.83,99.71,62.71,90.2,81.03,63.45,61.48,
1997-02-21,2871.24,2649.92,2551.58,2959.97,99.57,62.45,90.05,80.85,63.29,61.29,
1997-02-24,2837.0,2636.34,2535.94,2920.66,99.78,62.34,89.72,80.84,62.62,61.22,
1997-02-25,2861.52,2647.04,2553.44,2947.37,100.98,62.98,90.52,81.73,63.09,62.01,
1997-02-26,2876.68,2650.47,2555.54,2965.95,100.75,62.96,90.38,81.09,63.39,61.84,
1997-02-27,2870.13,2654.83,2558.91,2956.73,101.61,63.04,90.28,81.56,63.49,61.96,
1997-02-28,2851.56,2653.1,2555.79,2933.99,101.14,62.33,89.91,81.18,63.09,61.53,
1997-03-03,2837.99,2642.24,2553.55,2917.77,100.88,62.12,90.17,81.59,62.86,61.4,
1997-03-04,2870.44,2657.29,2576.22,2953.19,102.57,62.98,91.84,82.62,63.85,62.13,
1997-03-05,2890.83,2663.81,2592.77,2975.06,103.11,63.15,92.63,82.91,63.74,62.28,
1997-03-06,2925.65,2689.29,2621.17,3011.78,104.41,63.71,93.5,83.42,64.64,63.16,
1997-03-07,2938.44,2696.02,2612.5,3029.62,104.09,63.93,93.76,83.35,65.23,63.22,
1997-03-10,2959.03,2722.49,2612.34,3054.64,105.42,64.12,94.18,83.81,66.01,63.48,
1997-03-11,2960.32,2732.6,2630.0,3051.94,105.55,64.24,94.7,84.05,66.1,63.68,
1997-03-12,2954.45,2729.49,2617.0,3047.52,104.19,63.8,93.76,83.43,65.63,63.28,
1997-03-13,2922.7,2711.36,2611.81,3009.24,103.51,63.55,92.85,82.82,64.82,62.81,
1997-03-14,2933.86,2711.09,2605.0,3024.87,103.92,64.24,93.24,83.26,65.23,63.0,
1997-03-17,2891.84,2697.59,2594.78,2974.54,102.68,63.2,92.33,82.41,64.2,62.0,
1997-03-18,2871.46,2695.39,2585.06,2951.02,101.29,62.77,91.29,81.29,63.73,61.25,
1997-03-19,2879.5,2704.24,2594.06,2958.84,101.61,62.82,91.55,81.23,63.53,60.91,
1997-03-20,2828.66,2689.03,2570.78,2900.31,99.87,62.06,89.73,79.94,62.53,59.52,
1997-03-21,2854.64,2706.23,2575.68,2931.39,100.6,62.59,90.35,80.67,63.02,59.84,
1997-03-24,2856.78,2708.43,2575.35,2934.09,100.72,62.18,89.95,80.46,62.69,59.55,
1997-03-25,2887.96,2719.48,2592.43,2969.29,101.15,62.98,90.85,81.39,63.59,60.76,
1997-03-26,2919.17,2712.47,2607.65,3005.65,102.27,63.57,91.75,82.26,64.24,61.41,
1997-03-27,2946.25,2721.99,2636.16,3033.21,102.41,64.03,92.08,82.72,64.73,61.73,
1997-03-28,2946.25,2721.99,2636.16,3033.21,102.4,64.02,92.08,82.64,64.73,61.69,
1997-03-31,2946.25,2721.99,2636.16,3033.21,102.4,64.01,92.04,82.64,64.73,61.66,
1997-04-01,2856.23,2660.15,2573.21,2935.78,99.9,62.46,89.46,80.4,62.94,60.1,
1997-04-02,2851.59,2676.31,2580.9,2927.57,99.68,62.19,89.4,80.22,62.46,59.88,
1997-04-03,2833.92,2662.74,2564.33,2909.44,98.92,61.89,88.73,79.58,61.98,59.35,
1997-04-04,2836.53,2670.41,2564.87,2912.31,99.58,62.05,89.04,80.11,62.04,59.76,
1997-04-07,2903.15,2691.75,2600.79,2987.74,101.4,62.85,90.3,81.34,63.56,60.83,
1997-04-08,2898.96,2697.16,2613.96,2979.32,101.4,63.03,90.39,81.27,63.3,60.86,
1997-04-09,2929.78,2715.87,2633.81,3013.14,102.21,63.7,90.85,82.0,63.89,61.25,
1997-04-10,2926.88,2720.09,2638.15,3008.35,101.78,63.85,90.71,82.19,64.13,61.1,
1997-04-11,2917.85,2719.83,2643.72,2995.7,101.08,63.3,90.19,82.05,63.74,60.51,
1997-04-14,2906.88,2727.2,2635.79,2983.28,100.22,62.99,89.71,81.69,63.33,60.08,
1997-04-15,2935.72,2747.67,2663.4,3012.83,101.24,63.69,91.08,82.98,63.85,61.07,
1997-04-16,2927.32,2754.29,2657.55,3003.23,101.59,63.69,91.17,83.16,63.95,61.19,
1997-04-17,2952.25,2769.86,2673.31,3030.65,102.23,63.77,91.4,83.12,64.38,61.36,
1997-04-18,2969.22,2772.59,2680.0,3050.5,101.58,63.82,91.05,82.28,64.48,61.31,
1997-04-21,2990.31,2767.0,2689.44,3075.31,101.98,63.79,91.44,81.92,64.6,61.61,
1997-04-22,3006.44,2776.85,2702.64,3092.39,101.91,63.85,91.72,81.78,64.94,61.57,
1997-04-23,3022.92,2785.82,2711.04,3111.01,102.67,64.1,92.5,82.38,65.21,62.3,
1997-04-24,3051.18,2796.32,2719.62,3144.43,102.72,64.32,92.51,82.21,65.45,62.71,
1997-04-25,3024.24,2799.13,2704.69,3113.54,101.66,63.94,92.08,81.83,64.88,62.34,
1997-04-28,3037.56,2798.86,2708.53,3129.55,101.34,64.18,92.2,81.72,65.2,62.55,
1997-04-29,3070.95,2801.63,2713.84,3170.49,102.07,64.74,92.99,82.4,66.4,63.48,
1997-04-30,3094.65,2810.87,2726.87,3197.21,102.51,64.87,93.4,83.1,67.31,63.86,
1997-05-01,3094.65,2810.87,2726.87,3197.21,102.67,65.08,93.63,83.46,67.18,64.04,
1997-05-02,3127.47,2822.42,2750.8,3232.96,103.1,65.46,94.12,84.27,67.65,64.36,
1997-05-05,3170.56,2849.37,2772.33,3281.6,103.94,65.98,94.79,85.13,68.24,64.9,
1997-05-06,3150.77,2854.28,2768.32,3257.27,104.36,66.02,95.24,85.57,68.26,65.38,
1997-05-07,3167.28,2847.21,2774.26,3277.11,103.99,66.02,95.09,85.5,68.2,65.57,
1997-05-08,3167.28,2847.21,2774.26,3277.11,104.06,66.23,94.47,85.68,68.35,66.27,
1997-05-09,3167.99,2852.18,2774.25,3277.81,104.44,66.14,94.82,85.5,68.12,67.04,
1997-05-12,3187.48,2846.7,2780.34,3301.34,104.48,67.52,95.22,86.27,68.68,67.52,
1997-05-13,3212.87,2864.63,2789.81,3330.65,104.57,67.69,95.38,86.55,69.7,67.86,
1997-05-14,3239.68,2878.42,2805.27,3360.59,104.51,68.13,96.15,86.73,70.2,67.99,
1997-05-15,3245.92,2875.07,2810.93,3367.37,104.65,67.89,96.35,86.34,70.89,67.85,
1997-05-16,3255.91,2897.83,2824.42,3376.1,104.98,68.06,96.88,86.65,70.82,68.3,
1997-05-19,3255.91,2897.83,2824.42,3376.1,104.88,67.76,96.62,86.41,70.14,67.96,
1997-05-20,3214.28,2879.38,2807.49,3327.92,103.93,66.98,95.77,85.42,69.67,67.22,
1997-05-21,3268.35,2895.43,2828.6,3391.0,105.05,67.4,97.07,86.24,70.52,68.27,
1997-05-22,3266.8,2902.66,2847.45,3384.57,104.9,67.18,96.54,85.56,69.95,68.26,
1997-05-23,3272.85,2913.08,2871.09,3386.56,105.4,67.39,96.89,86.19,69.64,68.81,
1997-05-26,3284.68,2921.97,2886.54,3397.75,105.94,66.9,96.83,85.59,69.43,69.14,
1997-05-27,3281.28,2924.05,2880.18,3394.76,106.17,66.88,96.46,86.06,69.71,69.54,
1997-05-28,3250.39,2919.42,2881.65,3355.55,105.79,66.17,95.66,85.34,69.0,68.9,
1997-05-29,3248.8,2921.72,2883.45,3353.05,105.54,66.34,95.47,85.4,69.1,68.53,
1997-05-30,3195.56,2914.68,2861.13,3290.92,104.1,65.7,94.23,84.61,67.98,67.55,
1997-06-02,3258.83,2929.36,2880.72,3366.02,104.83,66.19,95.22,85.02,68.83,67.46,
1997-06-03,3291.37,2938.29,2898.6,3402.85,105.09,66.39,95.68,85.29,69.27,67.65,
1997-06-04,3313.71,2958.31,2919.94,3425.58,105.7,66.19,96.29,85.6,69.39,67.94,
1997-06-05,3327.99,2966.89,2930.28,3441.0,106.15,66.62,96.98,86.2,69.57,68.31,
1997-06-06,3368.53,2992.86,2957.65,3485.17,107.03,67.16,97.54,86.89,70.32,69.14,
1997-06-09,3393.2,3008.4,2970.59,3512.88,107.01,67.46,97.84,86.63,70.87,69.45,
1997-06-10,3391.34,3013.05,2995.01,3504.97,106.87,67.86,98.08,86.75,71.39,69.7,
1997-06-11,3371.88,3021.65,2996.63,3479.62,107.27,67.76,98.17,87.0,70.96,69.69,
1997-06-12,3406.0,3043.63,3030.85,3514.28,108.43,68.47,99.09,88.47,71.79,70.22,
1997-06-13,3420.56,3067.82,3050.81,3527.36,109.44,69.03,99.69,89.36,72.06,70.75,
1997-06-16,3406.8,3062.42,3042.55,3511.99,109.09,68.94,99.79,89.24,71.73,70.28,
1997-06-17,3400.56,3059.14,3035.51,3505.79,108.1,68.48,99.45,88.28,71.62,69.33,
1997-06-18,3430.09,3056.75,3037.76,3542.75,107.88,68.25,99.97,87.72,72.3,69.15,
1997-06-19,3489.39,3061.26,3083.27,3607.57,108.26,68.57,100.29,87.62,73.3,69.66,
1997-06-20,3518.12,3081.23,3099.85,3639.43,108.39,68.48,100.67,87.62,73.45,69.64,
1997-06-23,3530.1,3067.88,3092.19,3656.83,107.51,68.81,100.86,87.17,73.49,69.37,
1997-06-24,3525.48,3067.51,3078.52,3654.02,107.82,68.91,101.13,86.9,73.48,69.66,
1997-06-25,3571.55,3072.07,3103.43,3706.62,108.7,69.93,101.83,87.73,74.93,70.56,
1997-06-26,3577.89,3071.26,3086.47,3718.41,108.31,70.08,101.76,87.81,75.77,70.46,
1997-06-27,3593.51,3069.96,3082.84,3739.03,107.99,70.06,101.39,87.75,75.55,70.39,
1997-06-30,3548.37,3078.46,3077.83,3682.66,107.55,69.57,100.88,87.21,74.92,69.53,
1997-07-01,3568.46,3068.29,3085.4,3706.64,109.37,70.64,101.67,88.13,76.59,71.03,
1997-07-02,3585.26,3076.54,3111.51,3721.88,109.76,70.84,102.14,88.35,76.78,71.53,
1997-07-03,3655.52,3110.87,3144.09,3802.01,109.57,72.29,102.71,88.91,77.76,72.66,
1997-07-04,3679.86,3115.61,3159.17,3829.21,109.33,71.95,102.72,88.61,78.49,73.18,
1997-07-07,3729.03,3115.17,3171.23,3888.57,109.58,72.55,102.9,89.09,79.06,73.89,
1997-07-08,3768.79,3129.05,3187.28,3934.64,109.49,72.7,102.42,89.11,79.55,73.89,
1997-07-09,3753.17,3141.5,3199.68,3911.63,109.94,73.06,103.17,89.66,79.28,74.66,
1997-07-10,3700.98,3122.67,3163.67,3854.37,109.4,72.94,102.59,89.33,78.57,74.04,
1997-07-11,3661.1,3138.2,3157.73,3804.65,109.6,73.12,103.36,90.08,78.53,74.64,
1997-07-14,3683.69,3140.5,3162.7,3832.0,110.68,73.01,103.85,90.91,80.29,75.66,
1997-07-15,3685.4,3126.3,3152.71,3837.02,110.77,73.46,104.25,90.91,80.72,75.99,
1997-07-16,3730.31,3131.26,3175.66,3888.6,112.39,74.39,105.71,92.15,81.73,77.37,
1997-07-17,3704.95,3134.66,3184.78,3854.17,112.73,73.5,106.22,91.93,80.02,77.57,
1997-07-18,3636.72,3137.17,3161.47,3772.76,111.77,72.25,104.71,90.5,78.6,76.25,
1997-07-21,3572.56,3108.15,3123.81,3701.02,109.86,71.67,102.93,89.72,77.46,75.11,
1997-07-22,3606.2,3121.56,3155.72,3735.91,111.03,72.28,104.14,90.8,78.61,77.18,
1997-07-23,3708.58,3143.88,3205.77,3853.61,113.29,73.44,106.13,91.64,80.09,79.19,
1997-07-24,3708.81,3149.55,3224.6,3849.35,112.51,72.97,106.0,91.33,79.75,78.04,
1997-07-25,3712.51,3145.49,3241.43,3850.34,112.75,73.25,106.26,91.69,79.49,78.07,
1997-07-28,3737.25,3144.62,3266.81,3875.96,114.24,73.48,107.3,91.73,79.92,78.15,
1997-07-29,3717.79,3144.44,3263.82,3851.94,114.47,72.63,106.95,91.84,79.26,78.03,
1997-07-30,3767.97,3161.05,3295.27,3907.82,115.04,72.74,108.05,92.9,80.2,79.04,
1997-07-31,3752.66,3163.94,3305.64,3885.87,115.27,72.67,108.13,92.79,79.36,78.86,
1997-08-01,3752.66,3163.94,3305.64,3885.87,115.02,72.71,107.54,91.89,79.27,78.86,
1997-08-04,3685.87,3151.44,3274.2,3808.72,114.19,72.42,106.34,91.24,78.14,77.77,
1997-08-05,3681.31,3154.17,3262.91,3805.42,114.15,72.93,106.74,91.47,78.73,77.91,
1997-08-06,3706.79,3158.32,3280.44,3833.61,115.82,73.46,108.1,92.42,79.37,78.87,
1997-08-07,3768.37,3175.96,3328.56,3900.1,117.83,74.51,110.5,92.93,79.88,80.46,
1997-08-08,3738.0,3168.51,3312.59,3865.48,117.9,73.67,110.25,91.92,78.04,79.49,
1997-08-11,3715.18,3170.73,3313.75,3836.13,117.77,73.14,109.65,91.87,77.3,79.33,
1997-08-12,3713.35,3182.06,3356.52,3823.54,119.03,73.52,110.25,92.76,77.03,79.72,
1997-08-13,3640.95,3167.01,3346.75,3734.4,116.65,72.15,108.61,91.25,74.98,78.17,
1997-08-14,3595.9,3146.61,3325.49,3682.84,115.43,72.19,108.6,90.75,74.48,77.99,
1997-08-15,3547.12,3140.1,3276.28,3632.43,113.92,70.97,107.12,89.28,73.12,76.43,
1997-08-18,3492.01,3089.31,3237.16,3573.37,112.03,70.27,106.19,88.43,72.59,75.39,
1997-08-19,3584.95,3123.91,3276.1,3681.13,113.85,71.45,108.04,90.26,74.68,76.9,
1997-08-20,3648.82,3151.98,3323.4,3750.33,114.68,72.28,109.2,90.62,75.84,77.73,
1997-08-21,3640.75,3158.86,3330.24,3738.25,114.45,72.02,109.26,90.47,75.84,77.38,
1997-08-22,3535.36,3130.89,3271.64,3618.92,111.94,70.36,106.52,88.6,73.56,75.61,
1997-08-25,3531.35,3137.88,3257.98,3616.68,111.93,70.45,106.49,88.44,73.65,75.34,
1997-08-26,3467.7,3102.46,3217.11,3546.59,110.7,69.93,105.08,87.6,72.72,74.56,
1997-08-27,3489.29,3095.93,3208.26,3576.29,111.12,70.0,105.51,88.16,73.17,75.02,
1997-08-28,3385.53,3087.77,3165.78,3454.57,109.64,68.7,103.96,86.97,71.37,73.8,
1997-08-29,3378.83,3074.4,3151.2,3449.65,108.2,68.03,103.52,86.1,71.53,72.98,
1997-09-01,3404.57,3090.25,3164.87,3479.54,109.12,68.88,104.65,87.14,72.68,73.82,
1997-09-02,3507.15,3100.81,3238.14,3591.88,111.12,70.75,106.73,88.89,74.42,75.69,
1997-09-03,3524.01,3110.97,3258.77,3612.86,111.45,71.08,107.07,89.01,74.49,76.06,
1997-09-04,3525.04,3116.62,3243.77,3613.62,111.14,70.81,106.67,88.7,74.69,75.94,
1997-09-05,3554.35,3119.39,3259.76,3646.2,111.64,70.85,106.82,88.86,75.16,76.18,
1997-09-08,3537.93,3105.28,3253.0,3627.56,111.58,70.39,107.03,88.5,75.0,76.04,
1997-09-09,3504.98,3096.09,3247.58,3591.25,111.5,70.27,107.23,88.31,74.0,75.76,
1997-09-10,3458.89,3092.78,3245.22,3537.03,111.04,69.57,106.17,87.46,72.56,74.88,
1997-09-11,3412.27,3065.12,3181.05,3486.94,109.14,68.62,105.21,86.71,71.23,73.79,
1997-09-12,3417.22,3065.39,3207.63,3487.86,108.11,68.44,104.86,85.97,71.27,73.52,
1997-09-15,3433.45,3055.1,3204.42,3509.71,108.17,68.92,105.4,86.77,72.07,74.0,
1997-09-16,3481.16,3055.8,3214.54,3566.28,109.41,69.85,106.72,87.61,73.39,75.24,
1997-09-17,3555.66,3069.66,3239.68,3654.53,111.1,70.56,107.97,88.37,75.07,76.18,
1997-09-18,3598.82,3073.57,3252.92,3705.86,111.86,71.8,108.52,88.78,75.56,76.78,
1997-09-19,3593.3,3111.61,3273.18,3694.04,112.21,71.79,108.23,88.85,75.09,76.61,
1997-09-22,3645.96,3130.7,3297.99,3753.16,112.99,73.04,109.65,90.15,76.4,77.86,
1997-09-23,3655.24,3123.06,3300.49,3765.11,112.84,73.01,109.31,89.88,76.38,77.42,
1997-09-24,3661.72,3141.67,3309.91,3770.05,113.24,73.41,109.61,90.67,76.71,77.86,
1997-09-25,3623.86,3143.73,3302.55,3725.02,113.47,72.95,109.84,90.68,75.86,77.96,
1997-09-26,3651.72,3129.76,3305.4,3758.81,113.23,73.31,110.78,90.88,76.75,79.76,
1997-09-29,3642.2,3137.41,3313.76,3744.64,113.33,72.97,111.0,90.97,76.5,79.92,
1997-09-30,3626.07,3151.55,3336.94,3719.46,114.29,73.81,111.88,91.57,76.39,80.73,
1997-10-01,3675.46,3146.77,3358.39,3776.29,115.56,74.39,112.78,92.05,77.31,81.74,
1997-10-02,3713.9,3149.13,3393.17,3817.04,115.6,74.51,112.57,92.34,77.32,81.97,
1997-10-03,3770.16,3169.1,3432.58,3878.67,116.31,75.17,113.76,93.08,78.51,82.58,
1997-10-06,3755.0,3157.61,3441.87,3859.04,116.11,75.06,113.22,92.79,78.16,82.39,
1997-10-07,3732.1,3161.06,3432.72,3830.67,116.02,75.06,112.91,92.85,77.65,82.21,
1997-10-08,3716.34,3169.76,3419.0,3813.45,116.17,74.65,112.65,92.33,77.57,81.88,
1997-10-09,3667.87,3160.6,3394.3,3757.94,114.08,73.52,111.16,90.9,76.43,80.13,
1997-10-10,3652.5,3158.11,3411.55,3781.44,113.97,73.5,110.98,90.71,75.99,79.58,
1997-10-13,3699.3,3163.85,3401.74,3793.71,115.09,74.52,112.55,92.58,76.6,81.41,
1997-10-14,3720.04,3164.35,3415.83,3819.08,114.11,74.68,112.7,92.05,77.16,81.64,
1997-10-15,3706.79,3160.84,3395.78,3806.95,113.28,74.78,111.8,91.8,76.57,81.2,
1997-10-16,3702.94,3153.51,3404.68,3800.34,112.44,74.59,111.05,91.6,76.57,80.87,
1997-10-17,3672.95,3155.53,3398.91,3763.54,111.63,74.16,109.89,90.66,75.53,80.21,
1997-10-20,3688.73,3152.59,3413.27,3780.41,111.69,74.19,109.34,90.13,75.16,79.78,
1997-10-21,3738.01,3144.06,3440.22,3836.28,112.52,75.04,110.48,90.92,76.43,80.59,
1997-10-22,3708.66,3162.49,3434.95,3800.39,111.89,74.32,109.76,90.51,75.24,79.75,
1997-10-23,3617.93,3135.32,3374.28,3700.13,108.08,72.29,106.55,87.71,73.62,76.69,
1997-10-24,3638.87,3144.34,3383.72,3724.19,108.43,72.47,106.97,87.86,73.96,77.04,
1997-10-27,3538.7,3106.87,3313.14,3614.61,104.63,70.44,103.8,85.13,71.48,74.65,
1997-10-28,3364.2,2971.06,3128.63,3440.46,98.04,68.85,98.16,80.81,69.02,71.53,
1997-10-29,3480.21,3052.03,3222.9,3563.05,103.0,71.28,102.43,85.11,71.93,74.44,
1997-10-30,3418.43,3013.45,3176.7,3496.68,100.88,70.23,99.94,83.16,71.01,72.78,
1997-10-31,3474.77,3035.11,3226.54,3556.0,100.68,70.31,100.29,83.19,72.36,73.31,
1997-11-03,3535.84,3046.6,3262.04,3624.97,102.77,71.69,102.04,84.74,73.16,75.03,
1997-11-04,3514.89,3044.48,3243.31,3602.72,102.11,71.26,101.18,84.31,72.97,74.38,
1997-11-05,3547.5,3055.32,3255.28,3640.95,102.81,71.64,102.49,84.97,73.49,74.97,
1997-11-06,3523.56,3051.85,3246.29,3612.75,101.72,71.08,101.7,84.22,72.75,74.45,
1997-11-07,3455.12,3027.04,3196.97,3534.69,99.12,70.23,99.4,81.92,70.92,72.82,
1997-11-10,3467.31,3036.76,3216.34,3548.78,99.58,70.73,99.66,82.13,71.05,73.29,
1997-11-11,3478.71,3038.05,3216.69,3563.11,99.15,71.05,99.4,81.93,70.87,73.39,
1997-11-12,3442.5,3015.43,3182.41,3525.85,97.91,70.87,97.74,81.02,70.12,72.14,
1997-11-13,3431.5,3014.75,3164.81,3515.9,98.44,71.14,96.99,81.15,69.66,72.23,
1997-11-14,3439.84,3011.81,3165.87,3526.36,98.88,71.51,96.68,81.34,70.04,72.61,
1997-11-17,3513.22,3022.96,3208.29,3609.45,100.44,73.07,98.22,82.93,71.98,74.3,
1997-11-18,3518.43,3036.62,3214.69,3614.06,101.35,73.29,98.59,82.91,71.96,74.25,
1997-11-19,3519.7,3041.06,3192.21,3620.58,100.75,72.94,98.2,82.85,72.65,74.34,
1997-11-20,3572.57,3047.07,3236.44,3677.43,101.81,73.92,99.41,84.23,74.5,75.29,
1997-11-21,3611.3,3060.52,3266.43,3719.25,102.7,74.78,100.69,85.64,75.65,76.18,
1997-11-24,3569.16,3040.74,3237.41,3673.14,100.52,73.83,98.83,84.3,74.72,74.56,
1997-11-25,3580.55,3047.66,3240.89,3686.52,100.95,73.48,98.46,83.98,74.54,74.62,
1997-11-26,3618.13,3047.89,3267.23,3728.25,101.9,74.18,99.5,85.14,75.48,75.55,
1997-11-27,3634.62,3047.6,3282.26,3745.79,102.14,74.26,100.0,85.6,76.2,75.76,
1997-11-28,3634.65,3055.73,3282.45,3745.46,102.12,74.04,99.38,85.7,74.48,75.68,
1997-12-01,3692.21,3061.07,3316.53,3810.59,103.72,75.37,101.45,87.44,76.91,77.27,
1997-12-02,3714.92,3058.22,3323.5,3837.96,103.76,75.91,101.78,87.86,77.49,77.98,
1997-12-03,3717.32,3063.84,3330.85,3839.1,103.68,75.97,101.39,87.48,76.96,78.33,
1997-12-04,3741.68,3062.27,3348.08,3866.19,104.49,76.74,102.41,88.03,78.11,79.78,
1997-12-05,3761.85,3061.82,3355.81,3890.08,104.54,77.2,102.53,88.25,78.88,80.52,
1997-12-08,3800.67,3062.99,3392.04,3931.1,105.08,77.41,103.05,88.27,79.3,81.98,
1997-12-09,3803.55,3059.39,3398.65,3933.4,104.53,77.2,103.04,87.6,78.69,82.6,
1997-12-10,3776.83,3055.15,3393.05,3900.91,102.98,76.28,101.41,86.6,78.03,82.16,
1997-12-11,3752.31,3039.67,3365.53,3876.65,100.64,75.02,98.87,84.71,76.63,80.84,
1997-12-12,3754.19,3038.1,3370.17,3878.05,100.72,75.36,99.26,84.29,77.21,81.23,
1997-12-15,3731.83,3034.73,3349.52,3854.48,100.46,75.89,98.13,84.65,77.46,81.85,
1997-12-16,3789.1,3037.78,3366.26,3923.26,100.98,77.28,98.74,85.61,79.0,83.42,
1997-12-17,3808.05,3043.22,3391.16,3941.46,101.33,77.38,99.26,85.49,79.06,84.05,
1997-12-18,3808.88,3036.95,3397.17,3941.41,101.18,76.87,99.36,84.91,78.79,83.57,
1997-12-19,3738.24,3017.18,3356.39,3861.78,98.41,75.33,96.95,82.93,76.99,81.48,
1997-12-22,3770.4,3008.63,3370.08,3899.85,98.61,75.58,97.26,82.99,77.77,81.77,
1997-12-23,3769.99,3003.53,3368.78,3899.83,99.73,75.34,97.57,83.65,77.83,81.91,
1997-12-24,3772.37,2999.17,3362.57,3904.45,99.7,75.27,97.81,83.83,77.86,81.78,
1997-12-25,3772.37,2999.17,3362.57,3904.45,99.7,75.27,97.81,83.83,77.86,81.78,
1997-12-26,3772.37,2999.17,3362.57,3904.45,99.87,75.29,97.75,83.83,77.92,81.75,
1997-12-29,3849.71,3022.7,3399.55,3993.28,101.96,77.03,100.22,85.45,79.76,83.14,
1997-12-30,3889.56,3041.15,3413.9,4039.85,103.21,77.66,100.98,86.19,80.62,83.93,
1997-12-31,3898.15,3062.38,3414.0,4049.86,103.5,77.94,101.34,86.58,81.02,84.17,
1998-01-01,3898.15,3062.38,3414.0,4049.86,103.5,77.94,101.34,86.58,81.02,84.17,
1998-01-02,3898.15,3062.38,3414.0,4049.86,105.2,78.5,102.5,87.67,81.65,84.93,
1998-01-05,3972.64,3054.38,3471.21,4131.79,107.02,78.96,104.79,89.21,82.87,86.74,
1998-01-06,3965.26,3061.33,3479.48,4120.26,106.38,79.18,104.58,89.05,82.84,86.97,
1998-01-07,3972.97,3074.02,3495.1,4126.0,105.69,79.3,103.54,88.7,83.02,87.11,
1998-01-08,3934.81,3071.33,3483.96,4080.2,104.05,78.79,102.29,87.8,83.06,86.36,
1998-01-09,3893.94,3059.13,3462.81,4033.61,101.77,77.92,100.67,86.52,82.27,84.4,
1998-01-12,3781.36,3008.37,3388.48,3909.61,99.0,76.67,97.24,84.53,80.04,82.23,
1998-01-13,3840.5,3037.75,3420.85,3976.14,99.96,77.38,98.19,85.05,80.97,83.6,
1998-01-14,3832.87,3028.45,3427.78,3965.28,100.16,77.35,98.24,85.29,81.12,84.55,
1998-01-15,3825.94,3023.97,3404.97,3961.83,99.89,77.88,97.97,85.34,81.43,84.66,
1998-01-16,3891.12,3045.12,3433.06,4037.33,99.92,78.72,98.51,86.12,83.79,86.22,
1998-01-19,3932.35,3044.23,3456.85,4084.33,100.95,79.44,98.91,86.22,86.04,86.75,
1998-01-20,3963.05,3053.21,3467.23,4120.58,101.06,79.65,98.89,86.66,87.24,86.88,
