,SPI Index,SPI19 Index,SMCI Index,SPI21 Index,MXEU0MT Index,MXEU0CS Index,MXEU0IN Index,MXEU0CD Index,MXEU0HC Index,MXEU0FN Index,EURCHF Curncy
2000-06-21,5295.97,6232.96,5853.91,5229.09,120.2,96.45,145.12,126.65,110.47,116.41,1.54775
2000-06-22,5235.29,6194.15,5828.14,5160.81,120.34,96.23,144.87,126.65,109.54,116.11,1.5479500000000002
2000-06-23,5238.37,6177.31,5790.0,5171.85,120.5,96.03,145.86,126.8,109.73,115.94,1.55185
2000-06-26,5241.37,6175.57,5812.0,5171.71,121.31,96.6,145.98,127.22,109.1,116.82,1.54755
2000-06-27,5242.17,6197.89,5803.85,5173.35,121.94,96.48,145.23,125.94,109.88,116.71,1.54745
2000-06-28,5264.54,6213.66,5815.31,5198.13,122.8,97.03,145.47,125.68,111.36,117.86,1.55135
2000-06-29,5253.98,6195.82,5781.31,5191.81,122.39,96.74,143.41,123.41,111.33,117.8,1.5575999999999999
2000-06-30,5293.34,6279.49,5839.17,5226.87,123.66,96.65,144.57,123.34,111.93,118.84,1.5577999999999999
2000-07-03,5318.93,6307.92,5865.18,5252.59,124.84,96.87,146.56,125.06,114.96,119.15,1.5547499999999999
2000-07-04,5351.49,6353.69,5922.59,5280.71,125.84,96.94,147.93,125.79,114.5,118.65,1.5549
2000-07-05,5382.58,6372.92,5943.26,5314.41,124.85,97.78,147.03,124.25,114.55,118.31,1.5482
2000-07-06,5413.23,6368.41,5968.87,5347.54,124.66,97.72,146.85,124.0,115.69,117.87,1.5465499999999999
2000-07-07,5423.0,6430.12,6051.69,5342.73,125.65,98.66,147.68,125.5,116.48,118.95,1.5426
2000-07-10,5435.26,6437.81,6118.14,5345.71,125.35,97.81,147.36,125.15,114.92,118.71,1.5493000000000001
2000-07-11,5446.01,6436.64,6120.91,5358.42,125.25,97.19,147.98,125.56,115.65,119.16,1.5519500000000002
2000-07-12,5431.35,6431.48,6117.31,5341.29,127.85,98.01,151.48,126.73,116.49,119.52,1.5524
2000-07-13,5471.54,6444.26,6179.44,5379.07,128.66,97.19,152.69,127.62,114.29,120.05,1.5500500000000001
2000-07-14,5464.9,6476.76,6198.09,5366.49,128.2,97.06,153.19,128.16,111.97,121.52,1.55035
2000-07-17,5450.09,6486.56,6203.84,5346.99,128.06,97.01,153.01,128.94,110.95,122.13,1.55035
2000-07-18,5433.73,6489.12,6220.32,5323.96,127.55,96.21,151.79,128.3,111.29,121.96,1.54915
2000-07-19,5454.34,6484.51,6246.95,5344.65,127.32,97.08,151.74,128.55,111.26,122.34,1.55125
2000-07-20,5463.87,6537.07,6254.62,5353.1,127.96,97.66,152.5,129.85,111.8,123.97,1.5492
2000-07-21,5448.21,6559.59,6283.58,5328.02,127.05,96.54,150.82,128.56,110.63,123.01,1.55585
2000-07-24,5505.41,6562.14,6271.64,5400.06,127.99,97.4,152.02,128.18,111.52,123.89,1.5553
2000-07-25,5505.25,6510.49,6259.94,5403.75,128.44,97.89,150.95,126.64,112.21,124.4,1.55185
2000-07-26,5495.93,6484.61,6236.93,5397.32,128.65,98.37,149.59,126.49,112.27,123.87,1.5525
2000-07-27,5490.74,6471.26,6249.31,5389.25,127.85,98.47,148.56,125.42,113.28,123.46,1.5505499999999999
2000-07-28,5489.64,6451.43,6241.29,5390.02,128.65,98.92,147.98,124.51,115.32,123.39,1.54715
2000-07-31,5504.14,6469.67,6252.86,5405.09,128.61,100.14,149.3,124.71,115.35,124.2,1.5471
2000-08-01,5504.14,6469.67,6252.86,5405.09,128.75,100.7,149.66,125.24,116.0,124.34,1.54585
2000-08-02,5585.35,6426.01,6311.97,5495.69,128.88,102.91,149.24,125.07,118.39,125.89,1.54285
2000-08-03,5575.78,6397.05,6259.49,5494.34,129.11,102.77,147.73,123.0,118.85,125.03,1.54535
2000-08-04,5580.18,6462.41,6327.68,5485.25,129.81,103.06,148.42,123.87,118.13,125.79,1.54755
2000-08-07,5655.54,6513.84,6339.97,5573.74,131.2,104.07,150.29,125.06,119.68,128.13,1.54585
2000-08-08,5653.38,6570.55,6334.37,5570.08,129.76,103.58,150.49,125.4,118.92,129.1,1.54505
2000-08-09,5658.87,6585.59,6396.51,5565.14,129.87,102.51,152.04,127.64,118.99,129.57,1.54455
2000-08-10,5639.88,6551.4,6413.62,5539.96,129.22,101.71,151.52,127.55,117.28,128.39,1.5479
2000-08-11,5655.71,6605.93,6395.55,5560.7,130.25,102.38,151.0,126.84,118.16,129.08,1.5541
2000-08-14,5690.01,6630.42,6471.84,5588.24,130.77,102.91,152.34,127.86,119.29,129.66,1.5563
2000-08-15,5687.15,6651.29,6526.93,5574.1,130.58,102.32,152.3,127.69,118.04,129.87,1.56175
2000-08-16,5730.99,6715.11,6569.37,5618.04,130.38,102.72,152.66,128.74,118.61,131.13,1.5622
2000-08-17,5689.41,6712.92,6537.54,5572.79,129.88,101.69,152.66,128.04,118.33,130.48,1.56265
2000-08-18,5686.91,6765.89,6564.74,5562.95,129.88,101.02,153.56,128.16,118.08,130.41,1.5608
2000-08-21,5713.61,6812.49,6592.7,5589.06,130.56,101.99,154.74,128.21,118.93,130.77,1.56128
2000-08-22,5739.89,6821.26,6631.54,5614.03,130.45,101.98,154.72,127.64,120.27,132.46,1.56095
2000-08-23,5770.05,6814.64,6620.78,5653.24,130.38,103.13,154.94,127.23,120.33,133.08,1.55175
2000-08-24,5758.82,6881.21,6635.03,5634.51,130.62,102.22,153.72,126.15,119.84,131.32,1.54555
2000-08-25,5736.29,6874.62,6636.46,5606.8,131.28,102.24,154.05,127.04,120.57,130.29,1.54145
2000-08-28,5753.37,6882.06,6661.04,5623.1,131.37,102.81,154.72,127.83,120.97,130.65,1.54335
2000-08-29,5704.34,6881.86,6623.02,5569.72,130.74,102.04,154.45,127.73,118.61,130.27,1.54685
2000-08-30,5676.34,6869.07,6570.07,5545.3,130.15,102.34,154.48,127.4,118.05,129.39,1.54775
2000-08-31,5681.82,6917.49,6638.1,5538.07,129.56,102.26,155.71,128.56,119.05,129.26,1.5448499999999998
2000-09-01,5690.66,6962.43,6644.25,5546.2,129.61,102.54,156.42,130.84,118.82,129.13,1.55045
2000-09-04,5673.55,6990.36,6661.77,5521.04,130.17,101.51,157.21,131.57,118.79,129.54,1.55395
2000-09-05,5662.85,6974.38,6662.96,5508.25,131.13,100.98,156.64,131.31,118.4,129.92,1.5519500000000002
2000-09-06,5641.44,6968.26,6665.06,5481.79,131.62,101.24,156.31,130.13,118.17,130.71,1.54665
2000-09-07,5644.45,6936.67,6668.21,5486.06,130.33,101.24,154.14,129.33,117.98,131.43,1.5474
2000-09-08,5625.33,6926.84,6693.82,5458.32,128.93,100.72,151.68,127.02,117.48,130.65,1.5470000000000002
2000-09-11,5625.34,6897.61,6661.25,5465.24,128.61,100.99,151.61,126.32,118.07,131.13,1.5238
2000-09-12,5586.63,6872.75,6631.6,5423.91,126.99,101.0,150.72,125.21,120.02,129.76,1.5222
2000-09-13,5579.74,6874.09,6607.1,5419.79,126.35,100.98,150.14,123.81,119.11,128.71,1.5236
2000-09-14,5565.31,6920.53,6628.25,5396.6,126.29,100.94,150.53,125.51,119.83,129.6,1.52975
2000-09-15,5573.87,6922.08,6643.59,5404.31,125.35,100.78,149.99,123.87,118.17,128.49,1.5284499999999999
2000-09-18,5524.6,6893.23,6607.81,5351.24,124.32,101.28,148.15,123.09,118.64,126.95,1.52305
2000-09-19,5483.78,6798.63,6517.08,5320.81,123.83,102.7,145.6,123.04,120.35,126.96,1.51135
2000-09-20,5459.6,6782.85,6492.3,5296.14,121.41,102.94,144.09,122.08,119.94,126.23,1.51
2000-09-21,5466.14,6736.51,6435.17,5316.12,120.11,102.35,141.41,120.3,121.3,125.23,1.5156
2000-09-22,5511.47,6694.68,6323.78,5393.41,121.08,103.93,139.82,119.97,123.56,126.74,1.5206
2000-09-25,5550.31,6767.9,6417.4,5421.64,121.42,104.26,142.16,121.08,124.15,127.4,1.5192
2000-09-26,5518.53,6751.02,6408.28,5384.83,120.05,104.31,140.99,119.88,122.36,127.35,1.5222
2000-09-27,5514.37,6834.94,6444.77,5370.13,119.99,104.65,141.05,120.65,123.47,127.95,1.52475
2000-09-28,5520.03,6929.67,6491.84,5365.2,120.07,105.08,140.46,119.27,125.17,128.3,1.5278
2000-09-29,5423.6,7089.93,6573.96,5226.12,120.31,105.14,139.96,119.72,125.44,128.49,1.52435
2000-10-02,5526.35,7086.87,6595.92,5345.77,120.93,105.42,141.06,120.22,125.02,129.5,1.52495
2000-10-03,5572.97,7113.9,6629.04,5395.52,120.88,104.97,141.8,120.71,125.18,130.22,1.5190000000000001
2000-10-04,5566.71,7096.22,6576.51,5397.37,122.22,104.72,140.09,119.05,126.84,130.65,1.51905
2000-10-05,5578.45,7089.63,6578.01,5411.4,122.72,105.22,141.91,119.86,126.43,131.49,1.52135
2000-10-06,5549.83,7103.76,6541.67,5382.81,122.66,105.35,141.54,117.99,126.63,130.28,1.51955
2000-10-09,5441.5,7038.59,6392.34,5279.58,121.12,105.25,139.33,115.9,125.64,127.48,1.5215
2000-10-10,5478.84,7033.45,6409.84,5321.63,121.62,105.5,139.89,115.59,125.73,126.84,1.5206
2000-10-11,5375.42,6945.77,6247.72,5227.04,120.56,105.59,137.36,113.09,125.28,123.42,1.5102
2000-10-12,5393.8,6944.1,6263.68,5246.47,119.17,106.28,136.86,113.28,125.24,124.23,1.5067
2000-10-13,5354.0,6942.78,6236.65,5203.24,119.95,106.52,138.21,115.0,125.95,124.29,1.50875
2000-10-16,5316.58,6923.79,6209.68,5163.3,119.35,106.5,137.7,116.56,125.29,125.69,1.51065
2000-10-17,5339.68,6959.89,6234.3,5185.98,119.4,106.02,135.03,114.27,126.0,125.61,1.5112999999999999
2000-10-18,5335.09,6876.0,6068.57,5209.86,119.1,107.56,133.23,112.98,127.74,124.65,1.5000499999999999
2000-10-19,5422.95,6896.91,6193.65,5293.77,121.42,107.1,136.44,116.27,126.17,127.24,1.50255
2000-10-20,5404.64,6906.5,6235.25,5264.79,121.53,106.86,138.46,118.05,124.05,128.53,1.5053999999999998
2000-10-23,5433.57,6934.45,6272.19,5292.6,122.27,106.06,140.16,118.24,126.09,129.47,1.5030000000000001
2000-10-24,5503.16,6969.4,6334.27,5364.7,124.64,106.37,141.87,120.14,127.65,131.27,1.5042
2000-10-25,5479.88,6940.77,6304.05,5342.55,125.25,107.84,140.65,118.92,127.33,130.87,1.50305
2000-10-26,5492.22,6923.39,6268.92,5363.52,125.97,108.39,140.01,117.98,128.19,130.17,1.5085
2000-10-27,5509.27,6935.26,6317.01,5375.69,126.49,108.26,141.11,119.28,127.13,130.37,1.5173999999999999
2000-10-30,5554.52,6928.95,6308.91,5431.28,128.22,109.57,142.14,120.01,128.07,131.41,1.52295
2000-10-31,5572.9,6952.37,6335.55,5448.29,132.55,109.4,144.13,122.31,125.79,133.94,1.5263499999999999
2000-11-01,5575.75,6948.4,6349.47,5449.5,132.74,109.29,144.16,123.07,124.85,134.13,1.5258500000000002
2000-11-02,5644.83,6997.7,6391.24,5524.0,131.99,109.46,144.07,123.13,124.62,136.07,1.5267
2000-11-03,5631.9,7030.62,6399.44,5506.38,132.32,109.83,144.21,124.12,124.9,136.17,1.52215
2000-11-06,5676.82,7065.89,6442.2,5552.16,133.04,109.88,143.81,124.53,126.58,136.18,1.5211999999999999
2000-11-07,5673.29,7075.72,6390.37,5556.18,132.82,110.19,142.49,123.29,126.71,136.23,1.52155
2000-11-08,5658.69,7058.48,6355.77,5544.82,132.03,110.68,141.65,123.34,128.74,135.53,1.5211999999999999
2000-11-09,5604.36,7028.63,6251.22,5497.78,130.36,110.96,140.0,121.71,129.16,135.31,1.5198
2000-11-10,5609.89,7035.54,6184.01,5515.22,129.59,111.2,138.48,120.13,129.17,135.03,1.5222
2000-11-13,5565.27,6953.06,6067.25,5483.07,128.06,111.26,136.71,118.23,129.06,133.32,1.51895
2000-11-14,5642.47,7003.43,6171.68,5556.94,129.62,110.75,139.08,121.23,128.18,135.65,1.5198
2000-11-15,5639.04,6998.0,6169.74,5553.3,129.58,111.26,138.88,121.13,127.99,135.77,1.526
2000-11-16,5656.32,6950.73,6198.77,5570.33,129.55,112.07,138.99,119.77,128.33,135.49,1.52615
2000-11-17,5657.66,6986.68,6208.89,5569.4,129.33,111.81,138.72,119.33,129.81,135.65,1.5251000000000001
2000-11-20,5657.99,6974.64,6224.2,5567.58,127.67,112.37,137.07,117.02,129.55,134.41,1.52625
2000-11-21,5669.53,6944.56,6216.4,5583.36,128.75,113.28,137.51,116.59,129.61,134.43,1.5213999999999999
2000-11-22,5581.55,6900.94,6121.42,5494.92,127.7,111.97,136.24,113.59,128.36,130.13,1.5192999999999999
2000-11-23,5596.16,6875.16,6053.74,5524.03,127.38,111.1,136.65,114.46,130.0,130.48,1.521
2000-11-24,5614.67,6921.12,6078.81,5540.92,128.52,111.76,138.03,116.55,130.69,132.21,1.5165
2000-11-27,5656.8,6954.21,6165.4,5576.26,129.37,111.53,139.46,118.13,131.2,133.29,1.51495
2000-11-28,5613.82,6937.58,6106.16,5535.04,129.75,111.33,138.52,116.17,130.2,132.02,1.5076
2000-11-29,5597.2,6923.71,6028.27,5528.2,129.9,112.71,138.75,114.91,129.3,131.19,1.5093999999999999
2000-11-30,5533.21,6921.24,5909.94,5471.16,128.4,112.45,135.73,111.7,129.74,128.94,1.5101
2000-12-01,5578.25,6915.09,5928.28,5522.04,129.85,111.42,137.78,113.06,127.33,130.37,1.5107
2000-12-04,5550.89,6885.69,5791.58,5512.3,130.27,110.34,136.46,111.31,126.75,128.29,1.51185
2000-12-05,5643.81,6910.15,5881.29,5607.96,133.58,110.66,139.25,114.59,129.54,130.64,1.5098
2000-12-06,5604.16,6918.43,5883.95,5560.04,135.48,107.62,140.91,115.49,124.22,130.56,1.51685
2000-12-07,5550.57,6905.92,5851.47,5501.72,134.98,107.66,140.51,114.02,123.07,129.98,1.5119
2000-12-08,5538.44,6888.13,5878.36,5483.32,137.27,105.95,141.67,115.08,122.13,130.97,1.5099
2000-12-11,5565.46,6889.98,5913.52,5509.79,137.5,105.9,142.57,118.26,123.06,133.8,1.5016500000000002
2000-12-12,5549.24,6855.35,5906.42,5492.45,135.91,105.55,141.7,117.56,123.61,133.09,1.5053999999999998
2000-12-13,5563.85,6855.67,5916.33,5508.24,134.07,105.94,140.59,116.71,125.14,133.17,1.50305
2000-12-14,5495.63,6823.79,5867.41,5435.61,133.4,106.74,139.19,114.86,125.66,130.12,1.5056500000000002
2000-12-15,5449.22,6818.58,5814.7,5388.95,133.16,106.34,136.77,112.05,124.25,128.2,1.50745
2000-12-18,5511.11,6786.06,5819.08,5462.83,135.13,108.15,137.61,112.89,123.41,129.89,1.50435
2000-12-19,5563.39,6790.83,5789.42,5529.86,136.22,109.04,138.22,113.22,123.6,132.12,1.5082499999999999
2000-12-20,5508.82,6731.99,5640.22,5490.42,135.47,108.85,134.88,108.85,122.91,128.81,1.5173999999999999
2000-12-21,5468.73,6675.16,5584.87,5452.98,134.81,108.62,134.02,107.11,119.96,128.78,1.5239500000000001
2000-12-22,5501.27,6733.36,5692.01,5472.96,135.01,108.52,135.28,107.64,119.85,128.87,1.5203
2000-12-25,5501.27,6733.36,5692.01,5472.96,135.01,108.52,135.28,107.64,119.85,128.87,1.5213
2000-12-26,5501.27,6733.36,5692.01,5472.96,134.92,108.45,135.18,107.52,119.75,128.76,1.51825
2000-12-27,5573.72,6724.1,5778.82,5545.48,136.71,110.01,137.07,109.12,122.27,130.56,1.52625
2000-12-28,5627.97,6762.39,5864.83,5595.27,137.54,110.68,138.18,110.1,124.32,131.93,1.52155
2000-12-29,5621.13,6856.86,5886.65,5581.28,137.62,110.04,137.83,110.4,123.8,131.43,1.5162499999999999
2001-01-01,5621.13,6856.86,5886.65,5581.28,137.62,110.04,137.83,110.4,123.8,131.43,1.5178
2001-01-02,5621.13,6856.86,5886.65,5581.28,137.65,109.75,136.39,108.53,122.72,129.94,1.52215
2001-01-03,5601.76,6776.27,5773.15,5578.59,136.27,109.26,135.09,106.49,122.11,129.94,1.51505
2001-01-04,5603.67,6809.67,5827.17,5571.27,138.03,104.93,137.56,110.92,116.84,133.61,1.51955
2001-01-05,5521.97,6790.32,5796.49,5479.28,138.64,102.42,137.75,111.19,114.13,132.38,1.5261
2001-01-08,5515.63,6803.32,5780.97,5473.93,139.51,102.57,138.55,111.15,113.61,132.42,1.52615
2001-01-09,5498.51,6799.79,5773.88,5454.75,138.93,101.37,138.46,111.78,112.82,132.2,1.5222
2001-01-10,5441.81,6806.67,5764.94,5388.4,136.17,100.92,136.61,110.98,112.73,130.88,1.5278
2001-01-11,5449.7,6793.35,5794.45,5393.34,135.48,101.11,136.29,110.32,113.55,131.18,1.5350000000000001
2001-01-12,5441.12,6791.85,5858.04,5372.8,134.71,100.38,136.58,111.77,111.72,130.26,1.5383499999999999
2001-01-15,5449.11,6804.8,5855.12,5382.49,135.72,100.0,137.41,112.49,113.37,130.41,1.54175
2001-01-16,5451.59,6839.12,5823.31,5389.8,135.07,99.64,136.28,110.91,113.6,129.65,1.53935
2001-01-17,5518.18,6883.83,5911.79,5453.75,136.16,100.45,138.85,114.53,115.05,132.72,1.5385499999999999
2001-01-18,5497.86,6896.46,5938.62,5424.84,135.34,99.12,138.47,114.76,113.61,131.45,1.52695
2001-01-19,5454.57,6934.86,5947.76,5370.81,133.99,97.85,140.1,116.4,112.75,129.8,1.5305
2001-01-22,5460.57,6924.61,5900.98,5385.82,134.67,98.79,139.31,115.86,113.49,130.9,1.534
2001-01-23,5459.08,6903.37,5833.91,5395.47,135.13,99.48,139.69,115.87,113.68,132.16,1.53175
2001-01-24,5494.03,6938.47,5875.91,5429.47,135.72,98.97,140.81,116.84,113.92,133.53,1.5312000000000001
2001-01-25,5521.47,6941.25,5926.1,5453.96,135.91,99.4,142.1,117.59,115.51,133.57,1.5257
2001-01-26,5556.39,6953.89,5919.57,5496.37,136.44,101.42,141.02,116.45,117.28,133.2,1.5287
2001-01-29,5552.43,6922.37,5895.69,5496.28,136.81,101.68,141.38,116.65,116.48,134.26,1.5218
2001-01-30,5555.57,6930.78,5885.8,5501.43,137.55,101.93,141.02,116.37,115.39,134.45,1.5255999999999998
2001-01-31,5564.09,6950.69,5901.56,5508.55,138.41,102.13,141.65,116.5,115.73,133.67,1.52785
2001-02-01,5514.2,6947.21,5879.88,5452.67,139.25,101.72,140.52,115.76,115.4,132.21,1.53335
2001-02-02,5532.75,6950.85,5870.86,5476.16,139.41,101.78,140.12,115.08,115.68,131.59,1.53845
2001-02-05,5560.94,6953.01,5890.39,5506.53,139.16,102.57,139.23,114.18,116.59,131.49,1.53935
2001-02-06,5573.41,6952.81,5916.15,5517.22,139.28,102.99,140.09,114.73,117.31,132.75,1.53975
2001-02-07,5550.43,6948.79,5889.7,5494.22,139.47,103.37,139.19,113.92,116.91,131.92,1.5367
2001-02-08,5500.61,6934.98,5876.3,5437.34,139.32,103.51,139.66,114.48,117.26,131.92,1.53365
2001-02-09,5484.39,6922.12,5815.89,5428.13,138.54,103.85,137.73,112.59,117.2,130.52,1.5347
2001-02-12,5469.39,6878.21,5819.46,5410.71,139.26,104.2,138.0,112.83,118.09,130.92,1.5389
2001-02-13,5478.01,6882.68,5836.52,5418.1,139.34,105.47,138.14,113.67,119.9,131.99,1.5354
2001-02-14,5418.7,6818.78,5773.76,5359.13,139.82,106.59,137.39,112.61,119.42,131.45,1.5343499999999999
2001-02-15,5451.38,6868.09,5809.0,5391.18,141.09,105.64,139.68,114.74,119.94,132.46,1.53285
2001-02-16,5378.92,6840.66,5758.6,5313.66,140.12,104.99,137.55,112.17,118.57,129.95,1.53485
2001-02-19,5382.7,6802.25,5731.26,5323.51,141.46,104.81,137.12,111.76,119.05,129.69,1.5380500000000001
2001-02-20,5348.08,6821.48,5726.92,5282.5,141.83,104.37,136.49,112.13,117.71,128.75,1.5348000000000002
2001-02-21,5303.6,6776.63,5680.12,5238.15,141.43,104.6,135.61,111.85,120.66,126.29,1.53305
2001-02-22,5306.62,6735.14,5611.61,5253.87,140.96,105.26,135.21,111.96,121.24,125.43,1.5312000000000001
2001-02-23,5269.82,6725.8,5570.55,5216.9,139.78,104.65,133.11,110.47,118.59,123.93,1.5354
2001-02-26,5307.33,6750.41,5625.65,5252.07,140.49,104.3,134.56,111.52,117.79,123.66,1.537
2001-02-27,5316.48,6746.91,5611.82,5265.31,140.91,103.85,134.51,111.5,117.78,123.65,1.53755
2001-02-28,5320.82,6732.58,5588.11,5274.68,141.28,104.73,133.77,110.85,117.86,124.13,1.5396999999999998
2001-03-01,5219.54,6666.19,5416.12,5183.48,141.03,104.86,132.37,109.24,117.91,123.22,1.53655
2001-03-02,5200.62,6639.62,5414.39,5161.84,141.31,104.85,132.38,109.0,118.14,121.93,1.5391
2001-03-05,5227.55,6637.64,5435.95,5190.48,142.62,104.99,133.72,109.82,118.68,122.18,1.5358
2001-03-06,5254.32,6649.59,5498.16,5212.0,141.67,104.21,134.77,112.09,116.73,123.34,1.53945
2001-03-07,5254.34,6658.97,5546.55,5203.93,142.81,104.16,134.96,112.07,116.44,123.55,1.5388
2001-03-08,5230.57,6681.69,5540.33,5176.07,143.26,103.61,134.6,111.78,114.49,123.74,1.54055
2001-03-09,5205.61,6662.49,5489.68,5155.0,142.81,103.84,133.04,110.7,114.95,122.7,1.54135
2001-03-12,5116.27,6605.15,5382.64,5067.21,142.25,103.12,130.56,108.31,114.09,119.63,1.53965
2001-03-13,5101.77,6601.59,5373.54,5051.48,139.25,102.06,128.1,106.37,112.4,118.87,1.5405
2001-03-14,4998.09,6508.33,5260.47,4948.43,135.74,100.57,125.45,103.84,111.55,115.97,1.53735
2001-03-15,5024.82,6510.5,5227.82,4985.63,136.7,101.63,126.68,104.92,113.65,117.32,1.5385
2001-03-16,4917.09,6492.15,5177.43,4865.67,134.47,100.38,123.93,102.74,110.95,114.01,1.53305
2001-03-19,4867.8,6462.64,5178.96,4807.3,133.77,99.68,122.66,102.19,110.46,112.8,1.53305
2001-03-20,4889.7,6479.23,5196.12,4830.24,133.67,99.82,122.92,103.45,112.19,114.68,1.5354
2001-03-21,4815.02,6399.64,5085.55,4761.08,130.97,99.05,120.3,100.71,111.98,112.53,1.5332
2001-03-22,4565.45,6255.85,4892.55,4498.14,126.1,97.42,115.68,96.06,107.16,106.54,1.5306
2001-03-23,4666.13,6305.43,5021.06,4596.16,125.94,97.96,117.98,98.23,109.34,109.81,1.53185
2001-03-26,4829.85,6344.63,5121.25,4774.34,128.85,99.94,121.75,101.88,111.85,114.13,1.5364
2001-03-27,4850.35,6346.29,5157.12,4792.92,133.01,101.39,124.01,103.53,113.78,116.76,1.53235
2001-03-28,4829.04,6327.06,5186.14,4763.19,132.69,100.99,123.53,102.69,112.97,114.91,1.53145
2001-03-29,4869.65,6269.48,5160.23,4817.38,132.83,102.33,123.96,102.74,114.2,116.33,1.5255999999999998
2001-03-30,4952.28,6298.69,5215.41,4906.34,132.71,102.78,123.54,102.19,116.03,118.26,1.52675
2001-04-02,4867.53,6220.82,5175.81,4813.5,132.32,102.14,121.43,102.06,115.33,117.83,1.5268000000000002
2001-04-03,4761.82,6134.72,5044.43,4710.81,129.81,100.69,117.89,98.25,113.43,114.08,1.5281500000000001
2001-04-04,4727.87,6146.14,4972.95,4681.63,128.88,101.03,117.89,97.28,112.66,114.32,1.5282
2001-04-05,4829.64,6198.98,5048.61,4789.58,130.79,102.35,120.9,99.78,114.95,116.9,1.5266
2001-04-06,4817.94,6228.57,5069.61,4771.39,130.85,102.14,120.69,99.62,114.09,116.18,1.5298500000000002
2001-04-09,4885.97,6227.17,5063.53,4853.79,133.04,103.19,121.62,100.64,115.67,117.87,1.52735
2001-04-10,4950.8,6223.84,5113.66,4923.19,135.8,104.29,124.48,104.04,117.34,119.2,1.5259
2001-04-11,5002.75,6260.14,5161.3,4976.58,136.67,103.51,125.81,105.88,115.98,119.43,1.51885
2001-04-12,5007.11,6236.93,5170.02,4980.96,136.82,103.68,125.97,104.87,115.51,119.39,1.522
2001-04-13,5007.11,6236.93,5170.02,4980.96,136.82,103.68,125.97,104.87,115.51,119.39,1.52265
2001-04-16,5007.11,6236.93,5170.02,4980.96,137.02,103.88,126.24,105.07,115.84,119.62,1.5215999999999998
2001-04-17,5007.6,6227.62,5175.3,4980.92,137.1,104.65,125.6,104.17,117.05,119.16,1.5267
2001-04-18,5071.74,6250.07,5252.24,5044.44,137.61,105.09,128.5,108.65,116.91,122.62,1.5346
2001-04-19,5046.85,6253.54,5295.92,5007.4,139.19,102.03,129.43,109.18,113.31,122.15,1.5293
2001-04-20,5011.22,6248.53,5209.75,4979.06,139.27,101.8,128.4,108.91,112.75,120.15,1.5292
2001-04-23,4966.92,6257.26,5179.87,4930.75,138.1,101.93,127.07,108.06,113.09,118.7,1.5305
2001-04-24,5022.58,6252.96,5183.25,4996.87,138.71,102.46,127.37,108.32,112.81,120.02,1.53125
2001-04-25,4983.58,6240.83,5134.77,4958.49,137.42,102.05,127.39,107.4,114.19,119.84,1.5319
2001-04-26,4981.73,6243.94,5182.46,4948.38,137.99,103.39,126.66,108.23,114.24,120.17,1.5362
2001-04-27,5009.7,6256.89,5194.79,4979.48,138.87,105.28,128.19,110.4,115.0,122.62,1.53865
2001-04-30,5064.11,6297.5,5240.42,5036.03,139.68,104.94,130.32,111.83,115.94,123.4,1.5385499999999999
2001-05-01,5064.11,6297.5,5240.42,5036.03,139.62,104.59,130.13,111.81,115.37,122.76,1.5417
2001-05-02,5098.16,6291.66,5297.37,5067.56,138.29,104.3,130.7,111.85,114.88,122.22,1.54385
2001-05-03,5056.15,6305.28,5276.3,5020.44,136.58,103.17,129.07,110.2,113.9,120.16,1.5434
2001-05-04,5093.64,6299.47,5273.55,5065.86,137.69,104.39,128.89,110.1,115.63,120.49,1.546
2001-05-07,5160.0,6308.89,5308.49,5139.24,138.22,104.47,129.52,110.79,117.03,121.02,1.54035
2001-05-08,5147.83,6300.68,5311.85,5124.35,138.95,105.23,129.73,111.08,118.44,121.16,1.54175
2001-05-09,5110.6,6305.18,5295.93,5082.33,139.29,104.23,128.53,109.99,118.55,120.34,1.541
2001-05-10,5181.75,6323.23,5321.33,5162.76,139.79,105.78,130.04,111.92,120.64,123.59,1.5361500000000001
2001-05-11,5201.94,6322.84,5334.25,5184.8,140.12,105.27,130.04,111.78,121.07,123.25,1.534
2001-05-14,5170.86,6323.61,5289.09,5155.02,139.4,104.61,128.76,109.83,119.14,121.0,1.53085
2001-05-15,5215.25,6312.63,5303.04,5206.07,140.31,105.46,129.59,110.21,121.14,121.85,1.5324
2001-05-16,5224.59,6333.48,5293.15,5218.31,142.11,106.02,130.73,109.65,121.79,121.74,1.5319
2001-05-17,5272.37,6337.41,5349.77,5266.07,144.97,105.77,131.95,110.79,122.25,122.55,1.5343
2001-05-18,5283.52,6356.35,5365.12,5276.41,144.78,106.29,132.45,111.97,123.11,122.99,1.5340500000000001
2001-05-21,5294.5,6367.92,5359.88,5290.09,145.58,105.92,133.45,112.6,123.24,123.58,1.53145
2001-05-22,5315.83,6375.53,5386.32,5311.06,145.67,105.8,135.15,114.73,123.57,124.09,1.52805
2001-05-23,5317.2,6371.97,5361.16,5316.89,144.22,106.24,134.86,113.39,122.88,123.84,1.52625
2001-05-24,5317.2,6371.97,5361.16,5316.89,143.54,106.43,134.78,112.57,123.11,124.4,1.52485
2001-05-25,5296.73,6368.84,5326.55,5298.15,142.75,106.05,134.35,112.26,122.31,123.46,1.52555
2001-05-28,5289.08,6383.36,5304.5,5292.24,143.31,106.18,134.22,112.44,122.54,123.24,1.52875
